"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
7,561697917E0;2,927576989E-1;3,372603822E-1;2,140858608E-1;4,952619423E-1
7,571669917E0;3,514701760E-1;2,776731616E-1;2,991628486E-1;5,386390993E-1
7,581640917E0;3,548003481E-1;1,724490076E-1;3,568736976E-1;5,319593812E-1
7,591612917E0;3,186067044E-1;6,372237146E-2;4,325302362E-1;5,409742859E-1
7,601584917E0;3,005190372E-1;-1,434205055E-2;4,353772455E-1;5,292170935E-1
7,611556917E0;2,451407155E-1;-6,092155516E-2;4,614189899E-1;5,260350659E-1
7,621528917E0;1,193330103E-1;-6,451423064E-2;5,303582472E-1;5,474324832E-1
7,631500917E0;3,743767530E-2;-7,200305209E-2;5,995249611E-1;6,049927256E-1
7,641472917E0;4,328456204E-2;-1,192270660E-1;6,473774046E-1;6,596864032E-1
7,651443917E0;5,846119300E-2;-1,578208821E-1;7,230848140E-1;7,424128165E-1
7,661415917E0;3,728743840E-2;-1,412902187E-1;7,425835240E-1;7,568246620E-1
7,671387917E0;-6,374988992E-2;-6,761603236E-2;5,107203734E-1;5,191062281E-1
7,681359917E0;-1,347308122E-3;-1,725095263E-1;5,305517900E-1;5,578947515E-1
7,691331917E0;4,825034648E-2;-3,747351873E-1;9,706559247E-1;1,041598522E0
7,701303917E0;3,274115514E-2;-3,156996515E-1;1,517379359E0;1,550218814E0
7,711275917E0;-5,010884743E-2;-3,989321351E-2;2,007903450E0;2,008924744E0
7,721247917E0;-2,008220003E-1;1,968666878E-1;2,194807944E0;2,212751201E0
7,731218917E0;-2,154947109E-1;1,323284836E-1;2,437917044E0;2,450997412E0
7,741190917E0;-1,205008454E-1;-1,056567018E-1;2,739216465E0;2,743900624E0
7,751162917E0;-3,873720070E-2;-1,513380741E-1;2,883359102E0;2,887587833E0
7,761134917E0;1,778372169E-2;5,151689351E-3;2,879997538E0;2,880057051E0
7,771106917E0;2,023264524E-2;1,656804170E-1;2,603603747E0;2,608948415E0
7,781078917E0;1,079320727E-1;2,130244450E-1;2,036387576E0;2,050342192E0
7,791050917E0;2,817745997E-1;1,742280230E-1;1,299520875E0;1,341084200E0
7,801022917E0;4,015711663E-1;1,887316029E-1;4,111896533E-1;6,049429316E-1
7,810993917E0;4,142644482E-1;2,783036377E-1;-5,715074426E-1;7,587415269E-1
7,820965917E0;3,162668315E-1;3,049282032E-1;-1,341817878E0;1,411906915E0
7,830937917E0;2,553665455E-1;2,165330668E-1;-1,920488160E0;1,949454646E0
7,840909917E0;2,934659064E-2;5,033575594E-2;-2,225833270E0;2,226595755E0
7,850881917E0;-3,392907913E-1;-2,855253875E-2;-2,298169760E0;2,323255847E0
7,860853917E0;-7,228227125E-1;4,880802467E-2;-2,280148056E0;2,392473627E0
7,870825917E0;-1,092129345E0;2,729113354E-1;-2,125823078E0;2,405483499E0
7,880796917E0;-1,291006744E0;4,415155064E-1;-1,861575124E0;2,308050324E0
7,890768917E0;-1,356604317E0;4,176765543E-1;-1,571508788E0;2,117656452E0
7,900740917E0;-1,246762471E0;2,204739439E-1;-1,152210217E0;1,711903561E0
7,910712917E0;-9,039187288E-1;-1,065817313E-1;-5,994565487E-1;1,089851773E0
7,920684917E0;-7,006164493E-1;-4,076421475E-1;-1,057843173E-1;8,174508250E-1
7,930656917E0;-6,190254253E-1;-5,996215864E-1;4,495216602E-1;9,720124727E-1
7,940628917E0;-5,708481690E-1;-7,273332547E-1;1,083155769E0;1,424116468E0
7,950600917E0;-6,191460241E-1;-8,425098082E-1;1,579907144E0;1,894537189E0
7,960571917E0;-6,393545862E-1;-9,548371598E-1;1,866418957E0;2,191804739E0
7,970543917E0;-6,022865280E-1;-1,070654568E0;1,902662923E0;2,264768524E0
7,980515917E0;-5,244824532E-1;-1,245320986E0;1,691583701E0;2,165031552E0
7,990487917E0;-4,478153330E-1;-1,434538785E0;1,332567583E0;2,008525943E0
8,000459917E0;-3,764860629E-1;-1,528809058E0;9,900055307E-1;1,859868232E0
8,010431917E0;-3,455228268E-1;-1,485167048E0;6,467593539E-1;1,656322688E0
8,020403917E0;-4,047688258E-1;-1,323642393E0;2,578668880E-1;1,407963891E0
8,030375917E0;-5,207384080E-1;-1,102197373E0;-1,003083998E-1;1,223139123E0
8,040346917E0;-5,722760225E-1;-9,132918155E-1;-4,584433419E-1;1,171226743E0
8,050318917E0;-4,502185752E-1;-7,481983128E-1;-8,507020497E-1;1,219094524E0
8,060290917E0;-3,518119823E-1;-6,375445805E-1;-1,155486411E0;1,365790471E0
8,070262917E0;-3,146213519E-1;-4,938451628E-1;-1,330301787E0;1,453469121E0
8,080234917E0;-2,732726933E-1;-3,221467915E-1;-1,513403837E0;1,571256725E0
8,090206917E0;-2,182524405E-1;-1,845561062E-1;-1,675824285E0;1,700024152E0
8,100178917E0;-1,742231259E-1;-5,897940248E-2;-1,767430859E0;1,776976113E0
8,110149917E0;-1,703577510E-1;9,616360098E-2;-1,829725340E0;1,840153260E0
8,120121917E0;-1,828146957E-1;2,361541298E-1;-1,853876680E0;1,877777604E0
8,130093917E0;-1,433636779E-1;3,431479436E-1;-1,900810525E0;1,936849067E0
8,140065917E0;-9,581627637E-2;4,062135266E-1;-1,914806421E0;1,959763715E0
8,150037917E0;-1,430220178E-1;4,723084058E-1;-1,802708865E0;1,869034451E0
8,160009917E0;-2,641266248E-1;5,924970464E-1;-1,578126082E0;1,706252489E0
8,169981917E0;-3,276107587E-1;6,547266237E-1;-1,364210960E0;1,548246526E0
8,179953917E0;-2,660085511E-1;5,811568102E-1;-1,198230143E0;1,358035074E0
8,189924917E0;-1,863929359E-1;5,092193931E-1;-9,769738412E-1;1,117373976E0
8,199896917E0;-1,939672729E-1;5,129488935E-1;-7,585265422E-1;9,360034110E-1
8,209868917E0;-2,531246865E-1;5,776535971E-1;-4,850323856E-1;7,956206384E-1
8,219840917E0;-2,766744572E-1;5,661939315E-1;-1,788283199E-1;6,550602197E-1
8,229812917E0;-2,286015006E-1;4,893800828E-1;6,458892882E-2;5,439882731E-1
8,239784917E0;-1,856421169E-1;4,574212486E-1;3,166238040E-1;5,864706535E-1
8,249756917E0;-1,422614412E-1;4,193435955E-1;6,127852768E-1;7,560378060E-1
8,259728917E0;-9,855840124E-2;3,160044377E-1;8,465388322E-1;9,089557511E-1
8,269699917E0;-4,090072531E-2;1,915123925E-1;1,080218128E0;1,097825610E0
8,279671917E0;-4,057342742E-2;1,040073484E-1;1,342615439E0;1,347249030E0
8,289643917E0;-7,435063608E-2;3,670765042E-2;1,548964849E0;1,551182636E0
8,299615917E0;-1,033150381E-1;-5,909839332E-2;1,662368672E0;1,666624199E0
8,309587917E0;-2,138652015E-2;-1,328135101E-1;1,693699808E0;1,699033799E0
8,319559917E0;-6,928110011E-3;-1,415428184E-1;1,591870548E0;1,598165889E0
8,329531917E0;-7,025184754E-2;-1,362069418E-1;1,346814324E0;1,355505986E0
8,339503917E0;-1,913764447E-2;-2,919125935E-1;1,298876511E0;1,331412560E0
8,349474917E0;4,606984667E-3;-5,650477311E-1;1,656319728E0;1,750055772E0
8,359446917E0;2,597139504E-2;-5,458614086E-1;2,024134735E0;2,096606930E0
8,369418917E0;-7,160229854E-2;-2,813025284E-1;2,348371614E0;2,366243276E0
8,379390917E0;-2,669445076E-1;-6,147250906E-2;2,557934069E0;2,572559998E0
8,389362917E0;-3,244876512E-1;-1,373719995E-1;2,727244876E0;2,749914165E0
8,399334917E0;-1,530177233E-1;-4,068150589E-1;2,878404756E0;2,911035358E0
8,409306917E0;-3,938377485E-2;-5,057455623E-1;2,778590446E0;2,824516688E0
8,419277917E0;-4,300670967E-2;-4,302726263E-1;2,519413782E0;2,556253100E0
8,429249917E0;4,697229132E-2;-3,890874705E-1;2,138506274E0;2,174121556E0
8,439221917E0;2,438365306E-1;-4,462915852E-1;1,647780454E0;1,724474661E0
8,449193917E0;4,831701936E-1;-5,222896743E-1;9,574318618E-1;1,192860306E0
8,459165917E0;6,856524011E-1;-5,807742561E-1;5,625079930E-2;9,003233332E-1
8,469137917E0;7,594327144E-1;-6,576226035E-1;-9,304668421E-1;1,369296929E0
8,479109917E0;6,508381522E-1;-8,004377029E-1;-1,796768678E0;2,071875600E0
8,489077542E0;4,538378921E-1;-9,748504248E-1;-2,293552798E0;2,533117964E0
8,499048542E0;1,242756617E-1;-1,042307413E0;-2,365719718E0;2,588141992E0
8,509020542E0;-2,721416591E-1;-9,209914291E-1;-2,188122822E0;2,389595736E0
8,518992542E0;-5,917769253E-1;-6,626270892E-1;-1,928694727E0;2,123473084E0
8,528964542E0;-7,877165736E-1;-3,666850331E-1;-1,645702938E0;1,860992605E0
8,538936542E0;-8,026367676E-1;-9,837004781E-2;-1,224410466E0;1,467338896E0
8,548908542E0;-6,125695876E-1;2,545921549E-2;-8,006194782E-1;1,008405286E0
8,558880542E0;-3,447868816E-1;-5,647255495E-2;-4,977939337E-1;6,081660494E-1
8,568852542E0;-1,999550410E-1;-1,890675254E-1;-2,000969821E-1;3,402460137E-1
8,578823542E0;-7,430290818E-2;-2,401533329E-1;2,782514513E-2;2,529205096E-1
8,588795542E0;7,709773108E-2;-2,279414231E-1;1,283288419E-1;2,727079833E-1
8,598767542E0;1,690497836E-1;-2,125382490E-1;2,127813470E-1;3,450017946E-1
8,608739542E0;1,134785222E-1;-1,425217885E-1;2,507671988E-1;3,099580991E-1
8,618711542E0;-4,087541783E-2;-6,128802940E-2;1,997964352E-1;2,129451522E-1
8,628683542E0;-1,776493751E-1;-4,230314344E-2;2,484072626E-2;1,842984484E-1
8,638655542E0;-2,489706052E-1;-4,018674374E-2;-1,393999600E-1;2,881556619E-1
8,648627542E0;-2,624186531E-1;1,829652250E-2;-2,694204015E-1;3,765443731E-1
8,658599542E0;-2,520535862E-1;9,040036596E-2;-4,250282586E-1;5,023467498E-1
8,668570542E0;-2,573947985E-1;1,313558724E-1;-5,352862805E-1;6,083073644E-1
8,678542542E0;-2,583118246E-1;1,359885482E-1;-6,103142434E-1;6,765362959E-1
8,688514542E0;-2,314278985E-1;1,433729969E-1;-6,719041353E-1;7,249619683E-1
8,698486542E0;-2,283680871E-1;1,712617305E-1;-7,056858391E-1;7,612325972E-1
8,708458542E0;-2,333496590E-1;2,160785919E-1;-6,952584994E-1;7,645432638E-1
8,718430542E0;-2,067192462E-1;2,789129175E-1;-6,601459694E-1;7,458672558E-1
8,728402542E0;-1,477817975E-1;3,574246515E-1;-6,989615411E-1;7,988360765E-1
8,738374542E0;-3,957739078E-2;4,067296895E-1;-7,423092896E-1;8,473597179E-1
8,748345542E0;6,187318951E-2;4,398000795E-1;-7,295266914E-1;8,540852387E-1
8,758317542E0;1,082932844E-1;5,008567053E-1;-7,226269770E-1;8,858750603E-1
8,768289542E0;1,473709575E-1;5,691781311E-1;-6,886195707E-1;9,054716215E-1
8,778261542E0;1,786018865E-1;6,321645574E-1;-6,550273168E-1;9,276806817E-1
8,788233542E0;2,087526155E-1;6,755154488E-1;-5,813483065E-1;9,153494576E-1
8,798205542E0;2,630353151E-1;6,765381999E-1;-5,031388736E-1;8,831988672E-1
8,808177542E0;3,238594410E-1;6,280601775E-1;-3,990490794E-1;8,115323110E-1
8,818149542E0;3,522171944E-1;6,301652482E-1;-2,555326796E-1;7,658081629E-1
8,828120542E0;3,835768352E-1;6,618613232E-1;-1,043447328E-1;7,720617999E-1
8,838092542E0;4,303690322E-1;6,688314235E-1;-4,147488534E-2;7,964126714E-1
8,848064542E0;4,962935382E-1;6,282534280E-1;-2,131310105E-2;8,009144112E-1
8,858036542E0;5,423161686E-1;5,770431478E-1;-6,387498379E-3;7,919131400E-1
8,868008542E0;5,277977514E-1;5,771920326E-1;-1,661427855E-2;7,823024627E-1
8,877980542E0;4,530764750E-1;5,794244264E-1;-3,700761259E-2;7,364648814E-1
8,887952542E0;3,770409637E-1;5,864557763E-1;-1,196749628E-2;6,973044434E-1
8,897924542E0;3,189603513E-1;5,721309020E-1;5,196829855E-2;6,570922148E-1
8,907895542E0;2,906612163E-1;5,398620922E-1;1,858262676E-1;6,406765354E-1
8,917867542E0;2,689799599E-1;5,042727218E-1;3,406301326E-1;6,653345655E-1
8,927839542E0;2,093803871E-1;4,276462032E-1;4,905299377E-1;6,836234647E-1
8,937811542E0;1,484977891E-1;3,231354095E-1;6,095067430E-1;7,056674542E-1
8,947783542E0;1,158861132E-1;1,993197410E-1;5,758472461E-1;6,202886434E-1
8,957755542E0;8,107968494E-2;9,521240517E-2;4,177806348E-1;4,360962923E-1
8,967727542E0;9,793647677E-2;-4,909059137E-2;4,850119203E-1;4,972303314E-1
8,977699542E0;1,031080467E-1;-1,358302349E-1;7,599018073E-1;7,788015657E-1
8,987670542E0;3,451392129E-2;-9,421793997E-2;1,288783633E0;1,292683829E0
8,997642542E0;-2,407108650E-1;-2,535162672E-2;1,955459188E0;1,970381958E0
9,007614542E0;-4,985874740E-1;4,563020915E-2;2,503153260E0;2,552733403E0
9,017586542E0;-5,199893066E-1;-4,520877108E-2;2,935239108E0;2,981285181E0
9,027558542E0;-4,379571102E-1;-3,146106076E-1;3,264125108E0;3,308368024E0
9,037530542E0;-3,590321973E-1;-5,730150010E-1;3,415195525E0;3,481495481E0
9,047502542E0;-3,454482383E-1;-7,338878372E-1;3,342208241E0;3,439226914E0
9,057474542E0;-2,247771292E-1;-8,752302423E-1;3,071542382E0;3,201706629E0
9,067445542E0;-3,290739879E-2;-1,049745071E0;2,710900154E0;2,907237049E0
9,077417542E0;1,430313733E-1;-1,137043855E0;2,110585819E0;2,401645103E0
9,087389542E0;2,868717089E-1;-1,106636872E0;1,304872831E0;1,734829573E0
9,097361542E0;3,158448818E-1;-9,807808902E-1;5,065817142E-1;1,148178635E0
9,107333542E0;2,303199242E-1;-8,235437796E-1;-1,981662315E-1;8,778049212E-1
9,117305542E0;2,773126808E-1;-6,769418040E-1;-8,735915601E-1;1,139436151E0
9,127277542E0;3,538471788E-1;-4,992041360E-1;-1,497683013E0;1,617858771E0
9,137249542E0;3,204783616E-1;-3,641610825E-1;-1,977373382E0;2,036007163E0
9,147220542E0;1,816080862E-1;-2,643532044E-1;-2,291239640E0;2,313578008E0
9,157192542E0;-8,085018173E-2;-1,694507016E-1;-2,389315572E0;2,396680871E0
9,167164542E0;-3,326256598E-1;-5,103742182E-2;-2,329033703E0;2,353219632E0
9,177136542E0;-5,342554164E-1;4,621873140E-2;-2,164011828E0;2,229464558E0
9,187108542E0;-6,011246862E-1;2,809397087E-2;-1,903030713E0;1,995912336E0
9,197080542E0;-5,031586079E-1;-1,085003489E-1;-1,626208906E0;1,705724572E0
9,207052542E0;-3,518721355E-1;-2,608340576E-1;-1,253133743E0;1,327476020E0
9,217024542E0;-2,890025074E-1;-3,063724655E-1;-7,921263975E-1;8,971347538E-1
9,226996542E0;-3,144157492E-1;-3,426376279E-1;-4,289628500E-1;6,326665267E-1
9,236967542E0;-2,493245445E-1;-4,700130813E-1;-1,617579585E-1;5,560941127E-1
9,246939542E0;-2,079943047E-1;-6,350232612E-1;1,139628178E-1;6,778670200E-1
9,256911542E0;-2,368931082E-1;-7,206899406E-1;4,400784069E-1;8,770298395E-1
9,266883542E0;-2,748404780E-1;-7,202839977E-1;7,382665247E-1;1,067419218E0
9,276855542E0;-2,949888868E-1;-7,180983084E-1;9,472758329E-1;1,224751047E0
9,286827542E0;-3,255500903E-1;-7,686822787E-1;1,001804042E0;1,304019419E0
9,296799542E0;-3,742476026E-1;-8,375605787E-1;9,186496192E-1;1,298262729E0
9,306771542E0;-3,872377403E-1;-8,690590909E-1;7,629464525E-1;1,219550762E0
9,316742542E0;-3,825385889E-1;-8,175468752E-1;5,659145808E-1;1,065353452E0
9,326714542E0;-4,084935752E-1;-7,272570947E-1;3,685997039E-1;9,119405817E-1
9,336686542E0;-3,923874928E-1;-6,573146014E-1;1,170191574E-1;7,744184353E-1
9,346658542E0;-3,301760784E-1;-5,785802346E-1;-1,831149137E-1;6,908707566E-1
9,356630542E0;-2,695816750E-1;-4,509011646E-1;-4,058464676E-1;6,638505065E-1
9,366602542E0;-2,356469569E-1;-2,901170598E-1;-5,596218073E-1;6,729591102E-1
9,376574542E0;-2,035089786E-1;-1,328993180E-1;-7,246109372E-1;7,642899603E-1
9,386546542E0;-1,502425982E-1;-2,104091316E-2;-8,929861897E-1;9,057813717E-1
9,396517542E0;-8,818383269E-2;7,249451056E-2;-1,033371406E0;1,039657782E0
9,406489542E0;-5,814339682E-2;1,528772074E-1;-1,181391916E0;1,192660452E0
9,416461542E0;-3,342071123E-2;2,336927444E-1;-1,285403942E0;1,306901885E0
9,426433542E0;-5,029731050E-2;3,169970025E-1;-1,345750716E0;1,383496262E0
9,436405542E0;-7,050039075E-2;4,039746277E-1;-1,368553103E0;1,428671901E0
9,446377542E0;-8,386025526E-2;4,632370354E-1;-1,383250664E0;1,461165115E0
9,456349542E0;-8,941094398E-2;5,009865135E-1;-1,343104851E0;1,436284249E0
9,466321542E0;-1,077066625E-1;5,238549739E-1;-1,254727694E0;1,363952472E0
9,476293542E0;-1,613599093E-1;5,767920099E-1;-1,154660785E0;1,300756538E0
9,486265167E0;-1,891799381E-1;6,497959591E-1;-1,016403955E0;1,221106399E0
9,496237167E0;-1,840215976E-1;7,097787438E-1;-9,345967305E-1;1,187906083E0
9,506209167E0;-1,916919385E-1;7,172604024E-1;-8,325312424E-1;1,115489379E0
9,516181167E0;-2,127476525E-1;6,876058097E-1;-6,516382706E-1;9,709252025E-1
9,526153167E0;-2,951382101E-1;6,937578115E-1;-4,606208450E-1;8,835032693E-1
9,536125167E0;-3,924659917E-1;7,212392865E-1;-2,547684485E-1;8,597224118E-1
9,546097167E0;-4,018927997E-1;6,950617406E-1;-1,215051413E-3;8,028886112E-1
9,556069167E0;-3,600992045E-1;6,016302511E-1;3,002007294E-1;7,627259495E-1
9,566040167E0;-4,170994707E-1;4,850927581E-1;6,264280003E-1;8,953764527E-1
9,576012167E0;-4,708767516E-1;3,485057473E-1;8,785710490E-1;1,055967925E0
9,585984167E0;-5,339756271E-1;1,084697972E-1;1,130980731E0;1,255393596E0
9,595956167E0;-7,105176857E-1;-2,013329373E-1;1,402180440E0;1,584765068E0
9,605928167E0;-6,234757411E-1;-5,228510070E-1;1,548843226E0;1,749574381E0
9,615900167E0;-8,070886184E-2;-7,893689968E-1;1,612973149E0;1,797581629E0
9,625872167E0;1,384460599E-1;-9,024730048E-1;1,387731385E0;1,661151177E0
9,635844167E0;1,837592403E-1;-9,991828819E-1;1,228312898E0;1,594015829E0
9,645815167E0;-2,238164317E-2;-1,018611133E0;1,632229784E0;1,924121526E0
9,655787167E0;-3,508249723E-1;-8,387830853E-1;2,190404990E0;2,371604783E0
9,665759167E0;-4,546546385E-1;-5,122013269E-1;2,793916583E0;2,876635346E0
9,675731167E0;-4,744008319E-1;-1,234391078E-1;3,209737231E0;3,246953411E0
9,685703167E0;-3,418686825E-1;7,805448174E-3;3,487019799E0;3,503746880E0
9,695675167E0;-1,106220111E-2;-1,259398158E-1;3,676129863E0;3,678303138E0
9,705647167E0;2,274665195E-1;-3,085542078E-1;3,800883132E0;3,820164826E0
9,715619167E0;4,745544310E-1;-5,171471943E-1;3,755191235E0;3,820223075E0
9,725591167E0;6,717972775E-1;-7,448925894E-1;3,478510346E0;3,620250099E0
9,735562167E0;8,891542900E-1;-9,213922557E-1;2,903493989E0;3,173300551E0
9,745534167E0;1,268110802E0;-9,945470631E-1;1,679400442E0;2,327577004E0
9,755506167E0;1,733922366E0;-9,940664220E-1;1,722180426E-1;2,006069260E0
9,765478167E0;2,078134064E0;-1,244979070E0;-1,689740074E-1;2,428408180E0
9,775450167E0;2,362284187E0;-1,051806069E0;-1,613636808E0;3,048033191E0
9,785422167E0;2,428339013E0;-5,336405817E-1;-2,850673167E0;3,782583791E0
9,795394167E0;2,173567494E0;-1,545084344E-1;-3,316436638E0;3,968251565E0
9,805366167E0;1,565671221E0;-8,219109446E-2;-3,388630455E0;3,733751211E0
9,815337167E0;8,036611267E-1;-4,747675985E-2;-3,174889580E0;3,275370070E0
9,825309167E0;1,525351453E-1;1,194820046E-1;-2,855023495E0;2,861590830E0
9,835281167E0;-2,577910935E-1;3,291723673E-1;-2,523543670E0;2,557945142E0
9,845253167E0;-3,844179571E-1;4,731417802E-1;-2,071909411E0;2,159733529E0
9,855225167E0;-2,230339281E-1;4,988607582E-1;-1,561012452E0;1,653894212E0
9,865197167E0;1,034615839E-1;3,879042864E-1;-9,822404283E-1;1,061117474E0
9,875169167E0;2,558541302E-1;2,126405753E-1;-4,904229337E-1;5,926145494E-1
9,885141167E0;1,460213470E-1;4,043130353E-2;-1,653534114E-2;1,524150308E-1
9,895113167E0;1,295878936E-1;-1,657542381E-1;4,093910497E-1;4,602917784E-1
9,905084167E0;1,344560661E-1;-3,316912016E-1;6,989814216E-1;7,852849895E-1
9,915056167E0;9,459157705E-2;-4,245218897E-1;9,544877887E-1;1,048910549E0
9,925028167E0;1,058359920E-1;-5,322400273E-1;1,110869817E0;1,236330237E0
9,935000167E0;1,399946219E-1;-7,084306683E-1;1,066420453E0;1,287915016E0
9,944972167E0;1,167496739E-1;-9,002244580E-1;9,410327607E-1;1,307508018E0
9,954944167E0;1,175978856E-1;-9,758257404E-1;7,668763661E-1;1,246661341E0
9,964916167E0;1,721288726E-1;-9,236498657E-1;4,865023756E-1;1,058036854E0
9,974888167E0;1,996492316E-1;-8,072338486E-1;1,500570953E-1;8,449872388E-1
9,984859167E0;1,355098806E-1;-6,617922530E-1;-1,339620495E-1;6,886782591E-1
9,994831167E0;1,115671404E-1;-4,901726729E-1;-3,228873414E-1;5,974719335E-1
1,000480317E1;1,407691587E-1;-2,838225321E-1;-4,741711825E-1;5,702714232E-1
1,001477517E1;1,938000425E-1;-5,284596562E-2;-6,235271966E-1;6,550857329E-1
1,002474717E1;2,800789985E-1;1,078076001E-1;-8,162332982E-1;8,696571285E-1
1,003471917E1;3,846182243E-1;2,095817506E-1;-9,621049565E-1;1,057119499E0
1,004469117E1;4,510121155E-1;2,984679070E-1;-1,023950956E0;1,158002842E0
1,005466317E1;4,930685064E-1;4,073424777E-1;-1,031099762E0;1,213347092E0
1,006463517E1;5,015308893E-1;5,296766080E-1;-9,924642849E-1;1,231696350E0
1,007460617E1;5,071851468E-1;6,097945721E-1;-9,166872936E-1;1,212188842E0
1,008457817E1;5,462668399E-1;6,209757641E-1;-8,127553743E-1;1,159564426E0
1,009455017E1;6,420426974E-1;6,025264831E-1;-7,619354689E-1;1,164389388E0
1,010452217E1;7,301859650E-1;5,797214650E-1;-7,330022764E-1;1,185976753E0
1,011449417E1;7,663690471E-1;5,438119595E-1;-6,382808912E-1;1,135982156E0
1,012446617E1;7,933391100E-1;5,775131178E-1;-4,959900677E-1;1,099506477E0
1,013443817E1;7,394991177E-1;6,375185604E-1;-3,471415919E-1;1,036241355E0
1,014441017E1;6,933242404E-1;6,761775729E-1;-2,337102860E-1;9,962605634E-1
1,015438217E1;7,223686031E-1;6,328070202E-1;-2,119726771E-1;9,834599837E-1
1,016435317E1;7,690841286E-1;5,374076504E-1;-2,198383516E-1;9,636525724E-1
1,017432517E1;8,178583856E-1;4,801126845E-1;-2,039508820E-1;9,700497363E-1
1,018429717E1;7,901555204E-1;5,091945425E-1;-1,640138143E-1;9,542145250E-1
1,019426917E1;7,528847831E-1;5,372462672E-1;-1,580946779E-1;9,383298862E-1
1,020424117E1;7,167066711E-1;5,190747289E-1;-1,596015054E-1;8,992105800E-1
1,021421317E1;6,655274543E-1;4,887149620E-1;-1,030641925E-1;8,321005554E-1
1,022418517E1;6,287942954E-1;4,462029268E-1;-1,178155482E-2;7,711148571E-1
1,023415717E1;5,738365348E-1;3,966578606E-1;1,309250057E-1;7,097655839E-1
1,024412917E1;5,188545813E-1;3,382191794E-1;2,940249002E-1;6,856040634E-1
1,025410017E1;5,328735732E-1;2,799595691E-1;4,244844675E-1;7,365586660E-1
1,026407217E1;5,278052797E-1;2,129292816E-1;5,164395350E-1;7,685226643E-1
1,027404417E1;4,336581641E-1;2,074491249E-1;4,607260948E-1;6,658551473E-1
1,028401617E1;4,288639589E-1;1,828854105E-1;4,120760912E-1;6,222363486E-1
1,029398817E1;3,719465040E-1;1,423377474E-1;6,967185491E-1;8,025091731E-1
1,030396017E1;2,502786639E-1;2,129547170E-1;1,034187677E0;1,085142052E0
1,031393217E1;1,543748255E-1;2,572798276E-1;1,524874320E0;1,554112669E0
1,032390417E1;-2,443098262E-2;1,845774485E-1;2,267016379E0;2,274649197E0
1,033387617E1;-2,010324635E-1;3,421001226E-2;3,013942630E0;3,020833421E0
1,034384717E1;-2,731822076E-1;-1,057811013E-1;3,371518579E0;3,384221577E0
1,035381917E1;-2,294319514E-1;-2,190285122E-1;3,263135759E0;3,278516050E0
1,036379117E1;1,566537778E-1;-4,922712386E-1;2,877996621E0;2,923993147E0
1,037376317E1;6,919405700E-1;-8,546310132E-1;2,195148252E0;2,455168379E0
1,038373517E1;1,131180705E0;-1,032096932E0;1,186877189E0;1,937387758E0
1,039370717E1;1,316028441E0;-1,369102741E0;1,121176119E0;2,205313825E0
1,040367917E1;1,263309068E0;-1,504255430E0;1,200633348E0;2,302228189E0
1,041365117E1;1,060596480E0;-1,064993440E0;6,132460374E-1;1,623313471E0
1,042362217E1;7,746397875E-1;-5,063043369E-1;1,863244504E-1;9,439955946E-1
1,043359417E1;5,381214492E-1;-2,134629131E-1;-1,002598679E-1;5,875314038E-1
1,044356617E1;4,474913608E-1;-1,649413289E-1;-6,362712032E-1;7,951699214E-1
1,045353817E1;7,131732718E-1;-2,946538413E-1;-1,338984903E0;1,545418251E0
1,046351017E1;9,142421342E-1;-4,251074152E-1;-1,778630615E0;2,044524850E0
1,047348217E1;8,088710690E-1;-4,562178185E-1;-1,818682873E0;2,042061335E0
1,048345417E1;6,159167531E-1;-4,114185718E-1;-1,600961214E0;1,763999857E0
1,049342596E1;4,555309899E-1;-2,807955017E-1;-1,239714383E0;1,350276397E0
1,050339796E1;2,868422536E-1;-6,895606801E-2;-8,558785897E-1;9,052964035E-1
1,051336896E1;1,336742934E-1;5,459925324E-2;-5,243613428E-1;5,438793184E-1
1,052334096E1;1,342832078E-1;1,727720663E-2;-2,689660728E-2;1,380358984E-1
1,053331296E1;3,146760233E-1;-2,262495312E-1;4,157645148E-1;5,683924540E-1
1,054328496E1;5,265545603E-1;-5,314388857E-1;6,465704888E-1;9,888075602E-1
1,055325696E1;6,032591392E-1;-7,719043869E-1;8,145574862E-1;1,274072945E0
1,056322896E1;6,404428261E-1;-9,576566141E-1;8,603587264E-1;1,437877026E0
1,057320096E1;5,898812945E-1;-1,115192225E0;8,964804858E-1;1,547672737E0
1,058317296E1;4,788336061E-1;-1,211286317E0;8,819127327E-1;1,572980049E0
1,059314496E1;3,726610337E-1;-1,225223083E0;7,804740661E-1;1,499729181E0
1,060311596E1;2,191898223E-1;-1,196135743E0;6,260198647E-1;1,367730151E0
1,061308796E1;1,160562672E-1;-1,155201287E0;4,729286492E-1;1,253642922E0
1,062305996E1;1,413464250E-1;-1,122897686E0;2,586346275E-1;1,160934923E0
1,063303196E1;2,209146778E-1;-1,066409124E0;2,571897805E-2;1,089354479E0
1,064300396E1;3,151484053E-1;-9,411173992E-1;-1,053171247E-1;9,980541935E-1
1,065297596E1;3,375381980E-1;-8,188053422E-1;-1,916682208E-1;9,061517149E-1
1,066294796E1;3,530292995E-1;-6,923802075E-1;-2,642619878E-1;8,208863723E-1
1,067291996E1;4,075409176E-1;-6,066253082E-1;-3,460733056E-1;8,086102874E-1
