"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
3,620186667E-1;9,110751361E-2;1,379294292E0;-9,204452991E-2;1,385361151E0
3,719906667E-1;3,124659951E-1;1,236001109E0;-4,214029849E-1;1,342726411E0
3,819626666E-1;2,761645069E-1;1,248193139E0;-6,152995795E-1;1,418748222E0
3,919346667E-1;5,021296442E-5;1,369369959E0;-6,803311425E-1;1,529060022E0
4,019056667E-1;-2,468476640E-1;1,477039418E0;-6,432931244E-1;1,629848231E0
4,118776667E-1;-3,292946472E-1;1,543786554E0;-6,053025949E-1;1,690592536E0
4,218496666E-1;-3,879147383E-1;1,567721108E0;-6,493982023E-1;1,740673819E0
4,318216667E-1;-4,561336186E-1;1,581954401E0;-5,709917182E-1;1,742604128E0
4,417936667E-1;-4,005739602E-1;1,544659544E0;-5,860015208E-1;1,699950113E0
4,517656667E-1;-3,117062956E-1;1,487997831E0;-5,811892623E-1;1,627599250E0
4,617366667E-1;-2,693907268E-1;1,432133533E0;-5,692428160E-1;1,564485603E0
4,717086666E-1;-3,305086023E-1;1,515914339E0;-5,514813137E-1;1,646621954E0
4,816804167E-1;-4,581063960E-1;1,644363926E0;-4,793179017E-1;1,773003058E0
4,916524166E-1;-5,390094220E-1;1,713077773E0;-3,757795000E-1;1,834768881E0
5,016244167E-1;-6,078668548E-1;1,746952740E0;-2,739999408E-1;1,869872176E0
5,115964167E-1;-5,805334605E-1;1,750700513E0;-2,249862403E-1;1,858114688E0
5,215674167E-1;-3,534536247E-1;1,673833016E0;-2,848482800E-1;1,734296679E0
5,315394166E-1;-8,392051812E-2;1,522160920E0;-3,222850782E-1;1,558166933E0
5,415114167E-1;-1,159315388E-1;1,485911691E0;-3,404389286E-1;1,528814030E0
5,514834167E-1;-2,223529832E-1;1,588316464E0;-3,284737712E-1;1,637096532E0
5,614554167E-1;-2,962475365E-1;1,633084647E0;-1,798989451E-1;1,669458504E0
5,714274166E-1;-3,902352058E-1;1,551676641E0;7,707682729E-2;1,601850415E0
5,813984167E-1;-4,767652632E-1;1,423156449E0;2,179368371E-1;1,516633067E0
5,913704167E-1;-4,817499780E-1;1,316915464E0;3,004293555E-1;1,434087577E0
6,013424167E-1;-5,205993539E-1;1,279810788E0;5,765155828E-1;1,497100383E0
6,113144166E-1;-4,073582287E-1;1,266979804E0;8,716742581E-1;1,590909979E0
6,212864167E-1;-1,007968068E-1;1,196748531E0;9,420378971E-1;1,526369039E0
6,312584167E-1;1,806958110E-1;1,076602210E0;8,527234322E-1;1,385229420E0
6,412294167E-1;3,612258533E-1;9,337636484E-1;8,026262426E-1;1,283202070E0
6,512014167E-1;3,290715394E-1;9,007076573E-1;8,686068088E-1;1,293847035E0
6,611734167E-1;2,344212161E-1;1,011742482E0;7,173755926E-1;1,262221810E0
6,711454167E-1;5,669569932E-2;1,153966282E0;3,922019899E-1;1,220112692E0
6,811174167E-1;-1,132382747E-1;1,138517061E0;5,021319830E-1;1,249472102E0
6,910894167E-1;-3,070282307E-1;9,996579681E-1;1,132455983E0;1,541440541E0
7,010604166E-1;-4,574026471E-1;9,585622747E-1;1,682577235E0;1,989755002E0
7,110324167E-1;-3,748864475E-1;8,946027256E-1;2,056069888E0;2,273384541E0
7,210044167E-1;-2,064865270E-1;6,595211944E-1;2,483294361E0;2,577664791E0
7,309764167E-1;-3,753963612E-2;2,813428742E-1;2,977568856E0;2,991066587E0
7,409484166E-1;1,105294789E-1;-2,647582702E-2;3,248624724E0;3,250612301E0
7,509204167E-1;2,515502872E-1;-1,207189831E-1;3,518012965E0;3,529060193E0
7,608914167E-1;2,785713670E-1;-1,396038817E-1;3,431871200E0;3,445987693E0
7,708634167E-1;-3,707840044E-2;-5,596918277E-2;2,805426827E0;2,806230040E0
7,808354166E-1;-2,313493631E-1;1,317758121E-1;2,264074060E0;2,279675140E0
7,908074167E-1;-3,424275666E-2;3,286221078E-1;1,587517295E0;1,621535143E0
8,007794167E-1;-2,858184792E-2;4,374956187E-1;5,880585712E-1;7,335067972E-1
8,107514167E-1;2,147062139E-1;3,264209600E-1;-4,364513791E-1;5,857808529E-1
8,207224167E-1;4,349879672E-1;6,787440620E-2;-1,282101434E0;1,355583105E0
8,306944167E-1;6,037391591E-1;-1,882731081E-1;-1,882891733E0;1,986260057E0
8,406664167E-1;7,036929618E-1;-3,301799157E-1;-2,463521417E0;2,583242213E0
8,506384167E-1;6,057403321E-1;-2,424153283E-1;-3,043902594E0;3,113041847E0
8,606104167E-1;6,448902914E-1;8,181175634E-2;-3,344637174E0;3,407223867E0
8,705824167E-1;7,562611116E-1;2,273112394E-2;-2,523037886E0;2,634040195E0
8,805534167E-1;5,226540289E-1;-2,679069228E-1;-1,450796530E0;1,565168337E0
8,905254167E-1;2,199820469E-1;-2,468511723E-1;-1,110868648E0;1,159032681E0
9,004974167E-1;2,010449620E-1;1,352392276E-1;-9,407637888E-1;9,714655072E-1
9,104694166E-1;2,401796089E-1;5,538340871E-1;-5,803273827E-1;8,373758485E-1
9,204414167E-1;3,196722864E-1;7,655433472E-1;-7,731188536E-2;8,332011250E-1
9,304134167E-1;5,122567658E-1;7,854563324E-1;1,566931003E-1;9,507372781E-1
9,403844167E-1;6,225623330E-1;4,933509269E-1;4,148120034E-1;8,961294514E-1
9,503564166E-1;5,828147882E-1;-4,315215915E-2;8,734050339E-1;1,050890831E0
9,603284167E-1;6,986654527E-1;-4,858542117E-1;1,264410099E0;1,524113063E0
9,703004167E-1;1,016885620E0;-5,354049790E-1;1,207724267E0;1,667127097E0
9,802724167E-1;1,165062104E0;-3,494258067E-1;7,210681093E-1;1,414004003E0
9,902444166E-1;1,083907648E0;-2,261550987E-1;4,401105666E-1;1,191511321E0
1,000215417E0;9,233044414E-1;-2,290497628E-1;3,962938714E-1;1,030535646E0
1,010187417E0;8,000254011E-1;-2,280393639E-1;3,038201559E-1;8,856349592E-1
1,020159417E0;8,020403516E-1;3,111157268E-2;-8,590612292E-2;8,072276739E-1
1,030131417E0;1,003202843E0;3,740709436E-1;-7,143976057E-1;1,287132065E0
1,040103417E0;1,082418654E0;5,179578377E-1;-1,444887918E0;1,878193696E0
1,050075417E0;1,033663839E0;4,116024667E-1;-1,766786495E0;2,087920507E0
1,060046417E0;8,481552950E-1;2,048827820E-1;-1,789810492E0;1,991172005E0
1,070018417E0;6,594973670E-1;2,563273162E-2;-1,831470149E0;1,946760571E0
1,079990417E0;5,280390953E-1;-1,024359823E-1;-1,925169441E0;1,998898645E0
1,089962417E0;4,493072136E-1;-1,032666524E-1;-2,049363132E0;2,100578544E0
1,099934417E0;4,957314015E-1;5,651392400E-2;-2,117024773E0;2,175025824E0
1,109906417E0;5,967131082E-1;3,507673042E-1;-2,006428782E0;2,122465710E0
1,119877417E0;6,151987881E-1;6,380725841E-1;-1,604573624E0;1,833101930E0
1,129849417E0;5,989113689E-1;8,985827060E-1;-1,098218781E0;1,540204596E0
1,139821417E0;6,075895871E-1;1,062400931E0;-7,501252627E-1;1,435461164E0
1,149793417E0;6,675361191E-1;1,106309866E0;-6,169660360E-1;1,431842547E0
1,159765417E0;6,628491372E-1;1,080803288E0;-5,285321617E-1;1,373626941E0
1,169737417E0;5,917360313E-1;1,040320675E0;-3,738183439E-1;1,253857565E0
1,179708417E0;5,073275265E-1;1,014755771E0;-2,048285490E-1;1,152850914E0
1,189680417E0;4,556812634E-1;1,006226145E0;-1,592793238E-1;1,116022568E0
1,199652417E0;5,014898857E-1;1,048215878E0;-1,590156144E-1;1,172831871E0
1,209624417E0;5,507731428E-1;1,113084012E0;-1,752083087E-1;1,254194970E0
1,219596417E0;6,409423245E-1;1,185166440E0;-2,097823101E-1;1,363611077E0
1,229568417E0;6,213069358E-1;1,269118569E0;-2,443393546E-1;1,434010450E0
1,239539417E0;5,142433208E-1;1,303589952E0;-2,698051482E-1;1,427090668E0
1,249511417E0;4,789841719E-1;1,304335472E0;-3,072431159E-1;1,423065421E0
1,259483417E0;4,398660799E-1;1,321413873E0;-2,904376334E-1;1,422663281E0
1,269455417E0;4,108377240E-1;1,295894431E0;-2,332682365E-1;1,379327402E0
1,279427417E0;3,956906580E-1;1,225000889E0;-1,397092777E-1;1,294881059E0
1,289399417E0;3,842525540E-1;1,184113356E0;1,263665164E-1;1,251296512E0
1,299370417E0;3,868001859E-1;1,091761847E0;2,719013751E-1;1,189743112E0
1,309342417E0;2,919296236E-1;1,071074179E0;2,396077877E-1;1,135708895E0
1,319314417E0;3,266304365E-1;9,556699495E-1;5,558445060E-1;1,152803370E0
1,329286417E0;4,594331293E-1;6,317269664E-1;1,530315739E0;1,718145518E0
1,339258417E0;1,875020796E-1;4,885763099E-1;2,301365848E0;2,360116227E0
1,349230417E0;-1,315382324E-2;4,988093027E-1;2,829570565E0;2,873230469E0
1,359201417E0;-5,783035152E-2;5,567553560E-1;3,054696554E0;3,105558229E0
1,369173417E0;-1,537206683E-1;4,625255024E-1;3,122457013E0;3,160268609E0
1,379145417E0;-1,645692998E-1;1,312330808E-1;3,338647871E0;3,345276488E0
1,389117417E0;-1,044983684E-1;-2,422926830E-1;3,503420069E0;3,513342829E0
1,399089417E0;-7,940665036E-3;-5,087589980E-1;3,463277180E0;3,500455341E0
1,409061417E0;7,706962790E-2;-6,243173017E-1;3,313624127E0;3,372805461E0
1,419033417E0;1,379987479E-1;-5,813901141E-1;2,911408780E0;2,972096769E0
1,429004417E0;1,037703169E-1;-4,967159995E-1;2,262688270E0;2,318890526E0
1,438976417E0;-8,295751825E-2;-4,798383405E-1;1,433375920E0;1,513833977E0
1,448948417E0;-2,503025279E-1;-4,871826626E-1;4,667118895E-1;7,195959213E-1
1,458920417E0;-4,061469414E-1;-2,691460939E-1;-5,734592432E-1;7,524961538E-1
1,468892417E0;-6,847430129E-1;-2,003839708E-1;-1,440936370E0;1,607894384E0
1,478864458E0;-1,158360099E0;-4,825647875E-1;-1,825815892E0;2,215461704E0
1,488835458E0;-1,424018767E0;-5,903050715E-1;-1,850133292E0;2,408169995E0
1,498807458E0;-1,576424835E0;-5,273308147E-1;-1,902600943E0;2,526476478E0
1,508779458E0;-1,606761213E0;-3,165404446E-1;-1,792200249E0;2,427727576E0
1,518751458E0;-1,571086035E0;-1,082989854E-1;-1,349478316E0;2,073917000E0
1,528723458E0;-1,662820955E0;2,171326987E-3;-6,478826040E-1;1,784581214E0
1,538695458E0;-1,795198993E0;-7,464372776E-3;1,115625358E-1;1,798677665E0
1,548666458E0;-1,711449616E0;-1,094144880E-1;6,058662665E-1;1,818819741E0
1,558638458E0;-1,554965407E0;-2,657640644E-1;7,238478756E-1;1,735656563E0
1,568610458E0;-1,307405845E0;-4,168620372E-1;7,773709488E-1;1,577146028E0
1,578582458E0;-1,134504263E0;-5,103696135E-1;7,559514284E-1;1,455692147E0
1,588554458E0;-1,164705205E0;-5,739684626E-1;6,788985747E-1;1,465223971E0
1,598526458E0;-1,188192447E0;-6,529534556E-1;5,680318576E-1;1,469969284E0
1,608497458E0;-1,229771193E0;-6,225599941E-1;2,865533280E-1;1,407846207E0
1,618469458E0;-1,258539348E0;-5,328122505E-1;1,445841014E-2;1,366755000E0
1,628441458E0;-1,331221262E0;-4,076315495E-1;-2,140051693E-1;1,408585014E0
1,638413458E0;-1,330227381E0;-3,323331528E-1;-3,573397207E-1;1,416912801E0
1,648385458E0;-1,245770929E0;-2,644491718E-1;-4,710271347E-1;1,357845770E0
1,658357458E0;-1,178190419E0;-1,963014083E-1;-6,193984777E-1;1,345481839E0
1,668328458E0;-1,085083742E0;-1,887393504E-1;-8,038278455E-1;1,363513284E0
1,678300458E0;-1,025542715E0;-2,326799335E-1;-9,852610999E-1;1,441047274E0
1,688272458E0;-9,214280699E-1;-3,019010997E-1;-1,122927945E0;1,483624323E0
1,698244458E0;-8,080827181E-1;-3,390454640E-1;-1,196842014E0;1,483367895E0
1,708216458E0;-6,558211494E-1;-3,254188934E-1;-1,232814084E0;1,433816377E0
1,718188458E0;-5,142216130E-1;-3,199251419E-1;-1,233317530E0;1,373989844E0
1,728159458E0;-4,500047499E-1;-2,604236562E-1;-1,192522091E0;1,300935699E0
1,738131458E0;-4,965224933E-1;-1,595915651E-1;-1,135948525E0;1,249953241E0
1,748103458E0;-6,239787479E-1;-6,750332728E-2;-1,068078724E0;1,238829422E0
1,758075458E0;-6,656769238E-1;2,052365385E-2;-1,037549826E0;1,232905766E0
1,768047458E0;-6,595178322E-1;1,023145064E-1;-1,040495068E0;1,236148056E0
1,778019458E0;-5,971468620E-1;1,917369986E-1;-1,120083275E0;1,283718814E0
1,787990458E0;-5,144625183E-1;2,946390040E-1;-1,222172737E0;1,358377717E0
1,797962458E0;-4,343761291E-1;4,297267156E-1;-1,243119802E0;1,385169489E0
1,807934458E0;-3,246170574E-1;5,487890363E-1;-1,178899248E0;1,340279477E0
1,817906458E0;-2,781529622E-1;6,262332150E-1;-1,063526081E0;1,265158028E0
1,827878458E0;-3,169004869E-1;7,498969290E-1;-8,701645070E-1;1,191619735E0
1,837850458E0;-4,937521921E-1;8,584009324E-1;-7,191057837E-1;1,223828630E0
1,847822458E0;-6,349136259E-1;8,927114437E-1;-6,634578323E-1;1,280712821E0
1,857793458E0;-6,178903346E-1;7,957143952E-1;-5,326234585E-1;1,139577822E0
1,867765458E0;-4,683599272E-1;8,015541556E-1;-4,033245635E-1;1,012186144E0
1,877737458E0;-3,799429003E-1;8,862812606E-1;-3,000451934E-1;1,009890191E0
1,887709458E0;-3,072207868E-1;8,999133130E-1;-5,480127454E-2;9,524871456E-1
1,897681458E0;-2,000970187E-1;8,409972797E-1;2,488744551E-1;8,995853132E-1
1,907653458E0;-1,220657065E-1;7,862948231E-1;5,018869847E-1;9,407710301E-1
1,917624458E0;-8,641293034E-2;7,952201593E-1;7,890332204E-1;1,123572748E0
1,927596458E0;-6,266870320E-2;7,997326018E-1;1,119819565E0;1,377496083E0
1,937568458E0;9,484461531E-2;6,405186937E-1;1,411445353E0;1,552880447E0
1,947540458E0;3,587736042E-1;3,757908290E-1;1,702547230E0;1,780057391E0
1,957512458E0;4,784587996E-1;2,503740466E-1;1,683067816E0;1,767576663E0
1,967484458E0;6,471587918E-1;3,537191248E-1;1,227859738E0;1,432330708E0
1,977455458E0;7,873746577E-1;2,538506549E-1;9,714873987E-1;1,276004221E0
1,987427458E0;6,767938694E-1;-2,257273749E-2;1,238215157E0;1,411288860E0
1,997399458E0;3,988759287E-1;-5,458485447E-2;1,847955204E0;1,891301126E0
2,007371458E0;1,956639887E-1;2,446788586E-1;2,370113316E0;2,390729862E0
2,017343458E0;3,033962510E-1;6,253703121E-1;2,741334327E0;2,828082602E0
2,027315458E0;5,032018042E-1;7,647156007E-1;3,040738665E0;3,175546195E0
2,037286458E0;6,162291406E-1;6,378938055E-1;3,474450624E0;3,585868653E0
2,047258458E0;8,276900402E-1;3,627512457E-1;3,836297379E0;3,941298878E0
2,057230458E0;1,176117581E0;2,105966080E-1;3,764339204E0;3,949411746E0
2,067202458E0;1,552329044E0;1,317284131E-1;3,135946539E0;3,501605136E0
2,077174458E0;1,702187334E0;-1,774608023E-2;1,987785519E0;2,617068573E0
2,087146458E0;1,457541585E0;-1,905822466E-1;5,143538332E-1;1,557340339E0
2,097117458E0;1,077186054E0;-1,867281641E-1;-8,761239892E-1;1,400996234E0
2,107089458E0;7,175443579E-1;-2,846048896E-1;-2,127811716E0;2,263504484E0
2,117061458E0;1,226057152E-1;-4,899533292E-1;-3,181311577E0;3,221153485E0
2,127033458E0;-4,381789755E-1;-7,242544033E-1;-3,839151989E0;3,931365316E0
2,137005458E0;-9,713953051E-1;-8,583673109E-1;-3,971679132E0;4,177874867E0
2,146977458E0;-1,620121224E0;-1,245454595E0;-3,756089952E0;4,275998323E0
2,156948458E0;-2,100861461E0;-1,570489619E0;-3,017787759E0;3,998387110E0
2,166920458E0;-2,260151163E0;-1,626141371E0;-2,229307101E0;3,566851439E0
2,176892458E0;-2,312480527E0;-1,407102480E0;-1,852081584E0;3,279894781E0
2,186864458E0;-2,200198492E0;-1,122725778E0;-1,051610625E0;2,684636192E0
2,196836458E0;-1,847355718E0;-9,590448162E-1;1,019111216E-1;2,083956810E0
2,206808458E0;-1,384543483E0;-8,410632802E-1;6,962917024E-1;1,763283934E0
2,216780458E0;-9,345579196E-1;-7,699239349E-1;4,893031919E-1;1,305985828E0
2,226751458E0;-5,817408740E-1;-8,418059497E-1;2,782064277E-1;1,060404884E0
2,236723458E0;-4,604347208E-1;-9,844743571E-1;4,247902769E-1;1,166891885E0
2,246695458E0;-4,586395525E-1;-1,036738525E0;7,122961164E-1;1,338858755E0
2,256667458E0;-4,764475036E-1;-8,924089234E-1;7,026452869E-1;1,231708695E0
2,266639458E0;-4,982170529E-1;-6,414973714E-1;5,015952086E-1;9,546396507E-1
2,276611458E0;-4,840033487E-1;-3,287884245E-1;2,303153926E-1;6,288133664E-1
2,286582458E0;-4,704304263E-1;5,427721784E-2;1,008024895E-1;4,841610726E-1
2,296554458E0;-4,466890862E-1;4,359233755E-1;1,430439448E-1;6,403295239E-1
2,306526458E0;-3,762029846E-1;1,001931439E0;-6,655762786E-1;1,260312293E0
2,316498458E0;-1,622676165E-1;1,298708696E0;-8,170378751E-1;1,542895313E0
2,326470458E0;-2,609773510E-1;1,126310998E0;-5,990203464E-1;1,302117897E0
2,336442458E0;-3,104000276E-1;1,001586234E0;-9,962433404E-1;1,446383059E0
2,346413458E0;-1,509940385E-1;7,381906570E-1;-1,221188650E0;1,434930788E0
2,356385458E0;-2,389599893E-1;3,535092828E-1;-7,824820000E-1;8,912624585E-1
2,366357458E0;-5,281068499E-1;2,447669688E-1;-1,684290469E-1;6,059505407E-1
2,376329458E0;-5,049381349E-1;9,497063743E-1;-7,910809153E-1;1,335183033E0
2,386301458E0;-1,245042513E-1;1,569362860E0;-1,297201869E0;2,039885728E0
2,396273458E0;1,890551366E-1;1,835812292E0;-1,240541764E0;2,223711421E0
2,406245458E0;5,818949847E-1;1,698796095E0;-1,035985111E0;2,073107594E0
2,416216458E0;8,965593501E-1;1,383722680E0;-9,375226772E-1;1,896696047E0
2,426188458E0;1,020005255E0;1,106321268E0;-8,829500288E-1;1,744694306E0
2,436160458E0;1,036019610E0;8,761488399E-1;-5,608082074E-1;1,468155055E0
2,446132458E0;9,169726378E-1;7,545483890E-1;-2,561191553E-1;1,214816493E0
2,456104458E0;7,633958110E-1;8,711734441E-1;-3,461393791E-1;1,208937055E0
2,466076458E0;8,675657120E-1;9,953243773E-1;-3,526537621E-1;1,366640244E0
2,476047917E0;1,111591802E0;1,088321784E0;-3,970844150E-1;1,605539371E0
2,486019917E0;1,060944536E0;9,852230199E-1;-6,063492465E-1;1,569690134E0
2,495991917E0;5,245323008E-1;6,224468505E-1;-6,113474464E-1;1,017997994E0
2,505963917E0;1,912887365E-2;-3,386268765E-2;-2,485265458E-1;2,515512659E-1
2,515935917E0;-6,138287124E-1;-6,762902780E-1;1,767478806E-1;9,302655758E-1
2,525907917E0;-1,422132455E0;-1,040908467E0;5,741842979E-1;1,853547616E0
2,535878917E0;-1,933197230E0;-1,084876020E0;1,471391593E0;2,660676742E0
2,545850917E0;-2,264964299E0;-6,379005298E-1;3,330199814E0;4,077647749E0
2,555822917E0;-2,496309971E0;3,712662535E-1;4,543886486E0;5,197721280E0
2,565794917E0;-2,545801389E0;1,047086415E0;2,635739459E0;3,811117575E0
2,575766917E0;-2,101901388E0;5,340026705E-1;1,312906321E0;2,535127473E0
2,585738917E0;-1,113694168E0;-2,698367232E-1;1,094825642E0;1,584856380E0
2,595709917E0;-4,893996344E-1;-1,292540907E0;9,618500179E-1;1,683843655E0
2,605681917E0;-2,368124167E-1;-1,821440420E0;1,266152569E0;2,230889431E0
2,615653917E0;-2,752270155E-1;-1,663021222E0;1,707455968E0;2,399332277E0
2,625625917E0;-3,219014277E-1;-1,170562653E0;2,079743510E0;2,408146699E0
2,635597917E0;-2,302470716E-1;-7,064658576E-1;2,117580843E0;2,244160500E0
2,645569917E0;2,910190750E-2;-4,207018306E-1;1,917600805E0;1,963422980E0
2,655541917E0;1,035445121E0;6,749830233E-2;1,255004852E0;1,628416347E0
2,665512917E0;1,463694610E0;6,120217035E-1;5,775061011E-2;1,587547672E0
2,675484917E0;9,670197605E-1;4,154248647E-1;1,457184613E-2;1,052576541E0
2,685456917E0;4,832597656E-1;-2,854411876E-1;6,421698743E-1;8,528767907E-1
2,695428917E0;-3,366207333E-2;-8,522791900E-1;6,393351442E-1;1,065956087E0
2,705400917E0;-3,337517604E-2;-9,373191210E-1;1,180611312E-1;9,453144808E-1
2,715372917E0;-2,191901878E-1;-5,490160545E-1;-8,796264714E-1;1,059813991E0
2,725343917E0;-4,424426555E-1;-1,498023029E-1;-1,249258209E0;1,333732472E0
2,735315917E0;-1,048691988E0;-2,531844378E-4;-8,217676878E-1;1,332312682E0
2,745287917E0;-1,650006635E0;-9,377472103E-4;-3,679190880E-1;1,690528684E0
2,755259917E0;-2,040737904E0;-5,618099816E-2;-3,973194730E-1;2,079814959E0
2,765231917E0;-2,215451831E0;-9,689684182E-2;-7,572354770E-1;2,343292850E0
2,775203917E0;-2,302212817E0;-1,522090168E-1;-8,023777360E-1;2,442777409E0
2,785175917E0;-2,232605369E0;-3,412877250E-1;-6,824039805E-1;2,359381113E0
2,795146917E0;-2,036414619E0;-5,161536793E-1;-6,235500008E-1;2,191395383E0
2,805118917E0;-1,849619322E0;-5,981002139E-1;-3,609509611E-1;1,977144683E0
2,815090917E0;-1,626947263E0;-6,184218465E-1;2,441738784E-2;1,740689285E0
2,825062917E0;-1,524800207E0;-7,050497351E-1;2,558753264E-1;1,699288964E0
2,835034917E0;-1,486409581E0;-9,237508763E-1;5,072769481E-1;1,822102913E0
2,845006917E0;-1,315726140E0;-1,062775737E0;7,283432150E-1;1,841497050E0
2,854977917E0;-1,212673569E0;-9,975748976E-1;6,628672636E-1;1,704442980E0
2,864949917E0;-1,263919810E0;-7,977789740E-1;3,697247082E-1;1,539688584E0
2,874921917E0;-1,323384677E0;-5,779922240E-1;-3,637260497E-2;1,444557019E0
2,884893917E0;-1,249106035E0;-5,316169334E-1;2,029147553E-1;1,372609503E0
2,894865917E0;-1,242056778E0;-4,842740017E-1;-2,537627274E-1;1,357063694E0
2,904837917E0;-1,138870452E0;-3,644902077E-1;-5,804852575E-1;1,329226148E0
2,914808917E0;-1,034236867E0;-2,848970311E-1;-5,894215572E-1;1,224022053E0
2,924780917E0;-1,062050390E0;-2,290422345E-1;-7,668412828E-1;1,329833422E0
2,934752917E0;-1,051126257E0;-1,210660885E-1;-9,158552349E-1;1,399397805E0
2,944724917E0;-1,068170598E0;-2,390889935E-2;-1,000324697E0;1,463628901E0
2,954696917E0;-1,002417562E0;-1,145491473E-2;-1,083427665E0;1,476071708E0
2,964668917E0;-9,116084021E-1;-5,807703093E-2;-1,088891888E0;1,421298126E0
2,974640917E0;-8,435169911E-1;-8,886210971E-2;-1,008689724E0;1,317904529E0
2,984611917E0;-8,462675214E-1;-6,233424246E-2;-7,875111902E-1;1,157682232E0
2,994583917E0;-8,080457345E-1;-4,563225567E-2;-5,796526140E-1;9,954985508E-1
3,004555917E0;-7,416691656E-1;-3,545108378E-2;-5,166921347E-1;9,045997417E-1
3,014527917E0;-6,795630377E-1;-4,436721057E-2;-5,415498179E-1;8,700865341E-1
3,024499917E0;-6,132684030E-1;-3,203733310E-2;-5,640007871E-1;8,337993840E-1
3,034471917E0;-5,709357311E-1;2,856313683E-2;-5,726564205E-1;8,091469815E-1
3,044442917E0;-4,848210818E-1;7,058473684E-2;-6,158363539E-1;7,869486014E-1
3,054414917E0;-5,127000213E-1;5,717341684E-2;-6,757896101E-1;8,501892193E-1
3,064386917E0;-6,157461606E-1;8,574181616E-2;-6,103580976E-1;8,712244261E-1
3,074358917E0;-6,298412394E-1;1,521876014E-1;-5,579506731E-1;8,550847949E-1
3,084330917E0;-6,413979688E-1;2,168723515E-1;-5,090287739E-1;8,470745326E-1
3,094302917E0;-6,942365523E-1;2,985545189E-1;-3,648685956E-1;8,391831048E-1
3,104273917E0;-7,147411296E-1;3,528304942E-1;-2,838641936E-1;8,461224027E-1
3,114245917E0;-6,783840197E-1;3,414339785E-1;-2,597303957E-1;8,026468204E-1
3,124217917E0;-6,849693002E-1;3,119773141E-1;-1,233440906E-1;7,627100048E-1
3,134189917E0;-7,483618887E-1;3,164626401E-1;1,408091390E-1;8,246340598E-1
3,144161917E0;-7,071803874E-1;3,072679666E-1;2,783461761E-1;8,197525830E-1
