"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
1,653904679E1;-2,626316671E0;-6,268619222E0;-1,029015230E0;6,874008914E0
1,654901879E1;-2,249420646E0;-5,641475523E0;-7,272907162E-1;6,116787645E0
1,655899079E1;-1,899914440E0;-5,061218891E0;-4,867011809E-1;5,427936033E0
1,656896279E1;-1,516106420E0;-4,444575037E0;-2,696022499E-1;4,703776282E0
1,657893479E1;-1,211366205E0;-3,616578895E0;-6,654482245E-2;3,814640114E0
1,658890679E1;-8,421969822E-1;-2,717187080E0;1,738739741E-1;2,850023429E0
1,659887879E1;-4,887216863E-1;-2,126191453E0;2,712067258E-1;2,198429455E0
1,660885079E1;-2,841697106E-1;-1,682691840E0;2,951744628E-1;1,731858024E0
1,661882279E1;-9,759149104E-2;-1,107618181E0;2,543117809E-1;1,140621153E0
1,662879479E1;7,830035716E-2;-5,888216329E-1;1,249000347E-1;6,069941350E-1
1,663876679E1;2,517208797E-1;-2,298388445E-1;-1,241597772E-2;3,410915599E-1
1,664873979E1;4,189620647E-1;3,879159808E-2;-1,883072412E-1;4,609702993E-1
1,665871179E1;5,014516595E-1;3,152573097E-1;-2,980378443E-1;6,630742754E-1
1,666868379E1;5,481031580E-1;4,875040036E-1;-4,286365753E-1;8,495919839E-1
1,667865579E1;5,236900824E-1;6,092213988E-1;-5,344448662E-1;9,649006841E-1
1,668862779E1;4,163945523E-1;6,559552699E-1;-6,539432430E-1;1,015531144E0
1,669859979E1;3,356331021E-1;6,300573671E-1;-7,321041441E-1;1,022545032E0
1,670857179E1;3,299896619E-1;5,768079436E-1;-8,652142543E-1;1,090961176E0
1,671854379E1;2,323317318E-1;6,164070421E-1;-9,403626698E-1;1,148136589E0
1,672851579E1;1,096803170E-1;6,390515542E-1;-1,015352041E0;1,204722552E0
1,673848779E1;1,043998428E-2;5,038896561E-1;-1,054693277E0;1,168927580E0
1,674845979E1;-6,528357804E-2;3,066911387E-1;-9,987155432E-1;1,046782755E0
1,675843179E1;-1,493819612E-1;1,706457263E-1;-8,965360343E-1;9,247766190E-1
1,676840479E1;-2,982769954E-1;1,229798090E-1;-7,094736654E-1;7,793882738E-1
1,677837679E1;-2,946046516E-1;3,828289032E-2;-4,636128652E-1;5,506308829E-1
1,678834879E1;-2,741510913E-1;-4,860965788E-2;-2,065908998E-1;3,467009080E-1
1,679832079E1;-2,751310846E-1;-8,388532519E-2;-2,518863559E-2;2,887357423E-1
1,680829279E1;-2,366572827E-1;-8,621894896E-2;1,034185338E-1;2,722788456E-1
1,681826479E1;-2,080550061E-1;-1,021058339E-1;1,444478613E-1;2,730891274E-1
1,682823679E1;-1,981127295E-1;-1,942655540E-1;9,621008635E-2;2,936735258E-1
1,683820879E1;-2,394823284E-1;-2,508800501E-1;-2,667675197E-2;3,478566288E-1
1,684818079E1;-3,009669704E-1;-2,308509976E-1;-1,123817307E-1;3,956045421E-1
1,685815279E1;-2,575619557E-1;-2,951019573E-1;-1,739453101E-1;4,285793943E-1
1,686812479E1;-1,873608693E-1;-3,140562916E-1;-2,485902804E-1;4,421906570E-1
1,687809679E1;-1,501904118E-1;-2,841466141E-1;-3,134329784E-1;4,489283796E-1
1,688806979E1;-1,600213355E-1;-9,471846163E-2;-3,486916888E-1;3,951763007E-1
1,689804179E1;-9,047862729E-2;7,269024611E-2;-3,183966798E-1;3,388903946E-1
1,690801379E1;-3,933743566E-2;5,802484453E-2;-2,998639297E-1;3,079491724E-1
1,691798579E1;-6,697391672E-3;1,584823483E-1;-2,691444129E-1;3,124103468E-1
1,692795779E1;-3,472105891E-2;1,971160716E-1;-2,826567435E-1;3,463453945E-1
1,693792979E1;-9,481114000E-2;2,268900937E-1;-2,866293418E-1;3,776567840E-1
1,694790179E1;-1,535736108E-1;2,629919726E-1;-3,293064147E-1;4,485446983E-1
1,695787379E1;-2,397501674E-1;2,855680722E-1;-3,617011589E-1;5,194776174E-1
1,696784579E1;-2,841998237E-1;3,612140858E-1;-3,597300625E-1;5,836530420E-1
1,697781779E1;-2,533089834E-1;5,096924329E-1;-3,122220200E-1;6,491797956E-1
1,698778979E1;-1,570559201E-1;5,780288422E-1;-2,790150976E-1;6,607823614E-1
1,699776179E1;-1,020561326E-1;6,780431271E-1;-2,318210506E-1;7,238086321E-1
1,700773379E1;-5,354939023E-2;7,827135497E-1;-1,306642199E-1;7,953497196E-1
1,701770679E1;3,865448087E-2;6,279599708E-1;-1,279253840E-1;6,420224278E-1
1,702767879E1;6,079262406E-2;3,792346197E-1;-2,373232806E-1;4,514830888E-1
1,703765079E1;-9,454976946E-2;4,021264690E-1;-3,924604368E-1;5,697986929E-1
1,704762279E1;-2,483327106E-1;4,811463261E-1;-5,364335042E-1;7,621888392E-1
1,705759479E1;-2,499026880E-1;4,958807248E-1;-5,052321768E-1;7,507387023E-1
1,706756679E1;-1,658977872E-1;4,951071382E-1;-4,184752840E-1;6,691597099E-1
1,707753879E1;-6,781922311E-2;4,930962807E-1;-2,809493566E-1;5,715557103E-1
1,708751079E1;2,403965771E-2;7,447692132E-1;-5,408849895E-2;7,471175622E-1
1,709748279E1;9,152558953E-2;1,037943928E0;2,747489691E-1;1,077585972E0
1,710745479E1;1,910694659E-1;1,244586868E0;6,713141513E-1;1,426943132E0
1,711742679E1;2,874938527E-1;1,509815401E0;1,039396961E0;1,855408662E0
1,712739879E1;3,510028008E-1;1,672854484E0;1,346289244E0;2,175807855E0
1,713737179E1;4,223964268E-1;1,612334633E0;1,517892745E0;2,254338061E0
1,714734379E1;4,046469113E-1;1,516399950E0;1,481494997E0;2,158248215E0
1,715731579E1;2,541749744E-1;1,407989064E0;1,185214825E0;1,857894589E0
1,716728779E1;4,066066056E-2;1,180344679E0;6,477750152E-1;1,347026103E0
1,717725979E1;-1,112514639E-1;8,410342634E-1;-2,099559724E-2;8,486202540E-1
1,718723179E1;-2,222312881E-1;4,548677695E-1;-6,844627851E-1;8,513405531E-1
1,719720379E1;-2,867354688E-1;1,403565645E-2;-1,250743402E0;1,283266646E0
1,720717579E1;-2,912910345E-1;-3,521988487E-1;-1,665954770E0;1,727512602E0
1,721714779E1;-2,463364711E-1;-6,422148979E-1;-1,935200340E0;2,053806706E0
1,722711979E1;-1,872436144E-1;-8,406161875E-1;-2,048189011E0;2,221885229E0
1,723709179E1;-8,824235966E-2;-8,933171421E-1;-2,023110888E0;2,213318751E0
1,724706379E1;8,764800847E-2;-8,754287553E-1;-1,866070463E0;2,063074563E0
1,725703579E1;2,991616791E-1;-7,769984812E-1;-1,562096525E0;1,770132736E0
1,726700879E1;4,750263378E-1;-6,615481317E-1;-1,242788265E0;1,485873017E0
1,727698079E1;5,988838139E-1;-5,886210734E-1;-9,915293151E-1;1,299333280E0
1,728695279E1;6,816529056E-1;-5,201308823E-1;-7,826123929E-1;1,160891457E0
1,729692479E1;6,976608279E-1;-4,071451342E-1;-6,002219492E-1;1,006361853E0
1,730689679E1;6,709180024E-1;-2,828473628E-1;-4,537825263E-1;8,579348330E-1
1,731686879E1;6,844627851E-1;-1,369365281E-1;-3,488852316E-1;7,803600591E-1
1,732684079E1;6,446333063E-1;7,100800216E-2;-2,802389199E-1;7,064899774E-1
1,733681279E1;5,879907435E-1;1,945485592E-1;-2,647508150E-1;6,735541926E-1
1,734678479E1;5,236047131E-1;3,165232319E-1;-2,929981291E-1;6,783780329E-1
1,735675679E1;4,760955012E-1;4,610821903E-1;-3,396021920E-1;7,447102532E-1
1,736672879E1;4,723541602E-1;5,045404512E-1;-4,056178415E-1;8,013771602E-1
1,737670079E1;4,611079180E-1;5,129487473E-1;-4,989686394E-1;8,512970295E-1
1,738667379E1;4,264470854E-1;5,389460528E-1;-6,124858993E-1;9,205753317E-1
1,739664579E1;3,525587448E-1;4,798131609E-1;-8,087588024E-1;1,004295344E0
1,740661779E1;2,456827524E-1;4,517073494E-1;-1,014550973E0;1,137415149E0
1,741658979E1;1,196144441E-1;4,438036680E-1;-1,169339635E0;1,256433242E0
1,742656179E1;4,090768715E-2;3,831089848E-1;-1,306608869E0;1,362230770E0
1,743653379E1;-6,793002784E-3;2,940716779E-1;-1,368517435E0;1,399772934E0
1,744650579E1;-4,494345367E-2;2,393686366E-1;-1,417885476E0;1,438650924E0
1,745647779E1;-1,225044304E-1;1,962799197E-1;-1,440642840E0;1,459104155E0
1,746644979E1;-2,104605871E-1;1,725653672E-1;-1,426831716E0;1,452556784E0
1,747642179E1;-2,906329304E-1;1,396046126E-1;-1,423116980E0;1,459184323E0
1,748639379E1;-3,680205372E-1;9,318473697E-2;-1,424702160E0;1,474414717E0
1,749636562E1;-4,404950210E-1;1,419493461E-1;-1,416576869E0;1,490260215E0
1,750633862E1;-4,958430102E-1;2,469127142E-1;-1,405837873E0;1,511028228E0
1,751631063E1;-5,158387336E-1;3,120343244E-1;-1,436136975E0;1,557544359E0
1,752628262E1;-5,570554644E-1;4,152002585E-1;-1,457353013E0;1,614490585E0
1,753625462E1;-6,053531733E-1;5,565835941E-1;-1,503310958E0;1,713528990E0
1,754622662E1;-6,855658624E-1;6,737986332E-1;-1,549146697E0;1,823145808E0
1,755619863E1;-7,464292377E-1;8,194562835E-1;-1,549989865E0;1,905553408E0
1,756617062E1;-7,775358403E-1;8,661889851E-1;-1,518975064E0;1,913669404E0
1,757614262E1;-8,135277915E-1;8,989743233E-1;-1,440771478E0;1,883030736E0
1,758611462E1;-8,456670123E-1;9,785139978E-1;-1,336434932E0;1,859758228E0
1,759608663E1;-8,300084612E-1;9,642643332E-1;-1,254959829E0;1,787076921E0
1,760605862E1;-8,009337661E-1;9,691438347E-1;-1,121952630E0;1,685085272E0
1,761603062E1;-7,519422850E-1;9,655805415E-1;-1,000596008E0;1,580808449E0
1,762600362E1;-7,012627128E-1;9,400591993E-1;-8,616591471E-1;1,455313429E0
1,763597563E1;-6,400946975E-1;9,841647470E-1;-6,525165224E-1;1,343160185E0
1,764594762E1;-5,962347329E-1;1,030065390E0;-3,959079552E-1;1,254302066E0
1,765591962E1;-5,262423921E-1;1,007905027E0;-1,524696565E-1;1,147192484E0
1,766589162E1;-4,886295927E-1;8,882259715E-1;-3,027571321E-2;1,014209482E0
1,767586363E1;-4,105221936E-1;7,927426940E-1;1,514996034E-1;9,054952127E-1
1,768583562E1;-3,543705046E-1;8,944398075E-1;2,629475337E-1;9,973677503E-1
1,769580762E1;-2,933185565E-1;8,702931458E-1;4,299843585E-1;1,014067297E0
1,770577962E1;-2,337909776E-1;7,783334005E-1;6,739272720E-1;1,055764686E0
1,771575163E1;-1,865150696E-1;7,142625350E-1;9,469706082E-1;1,200713193E0
1,772572362E1;-1,279186597E-1;6,095979595E-1;1,160919060E0;1,317461923E0
1,773569562E1;-4,558898628E-2;5,803326452E-1;1,421948707E0;1,536490305E0
1,774566862E1;7,666567666E-3;6,266618890E-1;1,639965650E0;1,755634140E0
1,775564063E1;8,356810461E-2;6,161953729E-1;1,856366424E0;1,957747856E0
1,776561262E1;2,224663827E-1;5,750847691E-1;2,000388023E0;2,093266831E0
1,777558462E1;3,167556587E-1;6,329166555E-1;2,042841148E0;2,161970767E0
1,778555662E1;3,492313868E-1;5,428122318E-1;1,951658497E0;2,055621213E0
1,779552863E1;3,298198003E-1;3,429403675E-1;1,675227869E0;1,741487183E0
1,780550062E1;2,199096876E-1;1,508219111E-1;1,279614029E0;1,307103509E0
1,781547262E1;5,635258653E-3;-6,976137578E-2;8,056942767E-1;8,087284298E-1
1,782544462E1;-2,362251735E-1;-3,026752710E-1;3,473860055E-1;5,177757131E-1
1,783541663E1;-4,269616404E-1;-5,353184402E-1;-4,296124756E-2;6,860814409E-1
1,784538862E1;-5,490015095E-1;-6,422002798E-1;-3,281866729E-1;9,063831139E-1
1,785536062E1;-5,627752107E-1;-6,370553148E-1;-5,129715514E-1;9,928218493E-1
1,786533362E1;-4,327769887E-1;-6,237236631E-1;-5,952138090E-1;9,646795366E-1
1,787530562E1;-2,768975285E-1;-5,958722055E-1;-5,975000703E-1;8,881116262E-1
1,788527762E1;-1,110982668E-1;-6,148645467E-1;-5,855787671E-1;8,563315526E-1
1,789524962E1;-2,243275149E-3;-6,369319385E-1;-5,718728936E-1;8,559941197E-1
1,790522162E1;6,255819996E-2;-6,487655336E-1;-5,837854260E-1;8,749946683E-1
1,791519362E1;9,823732515E-2;-7,384735161E-1;-5,841923922E-1;9,467177284E-1
1,792516562E1;7,670348257E-2;-7,416579098E-1;-5,548650974E-1;9,294165673E-1
1,793513762E1;8,666859984E-2;-7,126223910E-1;-4,572136724E-1;8,511089593E-1
1,794510962E1;1,281446546E-1;-7,410574007E-1;-2,632381403E-1;7,967944793E-1
1,795508162E1;1,845045045E-1;-7,504924679E-1;1,920985758E-2;7,730781818E-1
1,796505362E1;2,202160817E-1;-6,939066231E-1;3,289549971E-1;7,988822907E-1
1,797502562E1;2,507870793E-1;-6,647301865E-1;6,538368237E-1;9,655376595E-1
1,798499863E1;2,968640158E-1;-6,507980257E-1;9,837221128E-1;1,216295815E0
1,799497062E1;3,083880007E-1;-6,080373377E-1;1,297521712E0;1,465733658E0
1,800494262E1;2,930662492E-1;-5,665221065E-1;1,542500167E0;1,669174014E0
1,801491462E1;2,597684026E-1;-4,768731809E-1;1,705904117E0;1,790250404E0
1,802488663E1;1,738008839E-1;-4,524897069E-1;1,708902569E0;1,776316884E0
1,803485862E1;4,640174925E-2;-4,318829495E-1;1,560464568E0;1,619791860E0
1,804483062E1;-6,642670870E-2;-3,286158586E-1;1,339838011E0;1,381146910E0
1,805480262E1;-1,222231793E-1;-3,113379210E-1;1,056843299E0;1,108506908E0
1,806477463E1;-1,613039222E-1;-2,592748976E-1;7,289226741E-1;7,902978506E-1
1,807474662E1;-1,824363443E-1;-1,477924687E-1;4,017732972E-1;4,653465546E-1
1,808471862E1;-1,935732436E-1;-7,675873876E-2;6,664422512E-2;2,186411612E-1
1,809469062E1;-1,819232512E-1;-3,509908140E-2;-2,464133620E-1;3,082978427E-1
1,810466363E1;-1,865457675E-1;-3,457984865E-2;-4,819479793E-1;5,179468545E-1
1,811463562E1;-1,798229313E-1;-1,827488780E-2;-6,692600244E-1;6,932382263E-1
1,812460762E1;-1,527634882E-1;-6,343644261E-3;-8,061836886E-1;8,205541207E-1
1,813457962E1;-1,526959437E-1;-1,638857603E-2;-9,298207247E-1;9,424177507E-1
1,814455163E1;-1,457377754E-1;-2,541433811E-2;-1,011682329E0;1,022441451E0
1,815452362E1;-1,450141641E-1;-4,347287893E-2;-1,052904614E0;1,063732638E0
1,816449562E1;-1,537715390E-1;-4,193740010E-2;-1,019796510E0;1,032176997E0
1,817446762E1;-1,610121462E-1;-5,386104226E-2;-9,778228569E-1;9,924532546E-1
1,818443963E1;-1,436930040E-1;-2,611308038E-2;-8,902748358E-1;9,021745151E-1
1,819441162E1;-1,079644516E-1;1,763286352E-2;-7,647386241E-1;7,725234002E-1
1,820438362E1;-9,127240509E-2;1,398478568E-2;-6,135997939E-1;6,205086085E-1
1,821435562E1;-7,347644079E-2;2,401276052E-2;-4,968887848E-1;5,028656525E-1
1,822432863E1;-1,132997435E-1;5,669811130E-2;-4,451444346E-1;4,628229417E-1
1,823430062E1;-1,570661892E-1;6,731899381E-3;-4,015475947E-1;4,312256684E-1
1,824427262E1;-1,853774938E-1;1,408828139E-2;-3,015923667E-1;3,542897833E-1
1,825424462E1;-1,660369509E-1;1,418370795E-1;-1,947871256E-1;2,926227102E-1
1,826421663E1;-1,390540972E-1;1,546991998E-1;-7,227509379E-2;2,202080234E-1
1,827418862E1;-1,552602401E-1;1,401940119E-1;2,776959658E-2;2,110242963E-1
1,828416062E1;-1,495747365E-1;1,788774365E-1;1,192896312E-1;2,619155498E-1
1,829413262E1;-1,332609683E-1;2,225649083E-1;1,511341524E-1;3,002251757E-1
1,830410463E1;-1,202620598E-1;2,271707600E-1;1,677034074E-1;3,069103291E-1
1,831407662E1;-1,084530230E-1;2,614529854E-1;1,841527945E-1;3,376862057E-1
1,832404862E1;-4,931015432E-2;3,649808621E-1;2,095653784E-1;4,237454057E-1
1,833402062E1;-1,937712450E-2;4,062370616E-1;1,958495647E-1;4,513990199E-1
1,834399363E1;-1,722765148E-2;4,469518089E-1;1,851731336E-1;4,840989577E-1
1,835396562E1;-1,716596335E-2;4,709160376E-1;1,886177284E-1;5,075758388E-1
1,836393762E1;-5,375257641E-2;4,635426986E-1;1,676414269E-1;4,958475783E-1
1,837390962E1;-1,267498013E-1;4,252907985E-1;1,337474567E-1;4,634934278E-1
1,838388163E1;-2,090955546E-1;3,567245936E-1;8,627040446E-2;4,223931455E-1
1,839385362E1;-2,850988697E-1;2,989745682E-1;8,616924763E-2;4,220098307E-1
1,840382562E1;-2,764364755E-1;2,527915049E-1;1,591746587E-1;4,070101250E-1
1,841379762E1;-1,913042316E-1;3,048247075E-1;2,728644115E-1;4,516308209E-1
1,842376963E1;-7,179766864E-2;3,576355898E-1;2,834776926E-1;4,619715603E-1
1,843374162E1;1,885727048E-3;3,629893005E-1;2,105360162E-1;4,196310312E-1
1,844371362E1;2,295266032E-2;5,324761087E-1;1,475965869E-1;5,530301831E-1
1,845368662E1;1,616945162E-1;5,771617001E-1;2,063505793E-1;6,339095411E-1
1,846365862E1;2,403182244E-1;6,254789972E-1;3,508949196E-1;7,563756141E-1
1,847363062E1;2,712181279E-1;6,049038148E-1;5,146871245E-1;8,392679752E-1
1,848360262E1;2,240074164E-1;5,053976530E-1;6,847767806E-1;8,800712184E-1
1,849357442E1;1,600058404E-1;4,851183397E-1;9,538796782E-1;1,082048110E0
1,850354642E1;1,429024422E-1;4,443579841E-1;1,268274524E0;1,351441968E0
1,851351842E1;2,096060166E-1;4,555203187E-1;1,540851252E0;1,620387615E0
1,852349042E1;2,493048102E-1;4,340499276E-1;1,687692379E0;1,760357291E0
1,853346242E1;2,437908858E-1;3,715092784E-1;1,734456655E0;1,790472851E0
1,854343442E1;2,235571808E-1;4,076023865E-1;1,618841414E0;1,684269884E0
1,855340642E1;1,860411528E-1;4,764843410E-1;1,361355180E0;1,454282147E0
1,856337842E1;1,113298166E-1;4,476657540E-1;1,015025766E0;1,114933299E0
1,857335142E1;4,525423318E-2;3,851841617E-1;5,996612012E-1;7,141486822E-1
1,858332342E1;-2,751348853E-2;2,760143065E-1;1,242229271E-1;3,039279933E-1
1,859329542E1;-4,533697128E-2;1,745879191E-1;-3,622361791E-1;4,046621207E-1
1,860326742E1;4,570768476E-3;5,256997705E-2;-7,849004084E-1;7,866721970E-1
1,861323942E1;8,354823321E-2;1,004200816E-2;-1,061545630E0;1,064875708E0
1,862321142E1;1,966830853E-1;-5,139059365E-2;-1,203413115E0;1,220462352E0
1,863318342E1;3,661187303E-1;-7,616232276E-2;-1,151856460E0;1,211039606E0
1,864315542E1;5,757674316E-1;-1,371897125E-1;-9,845717132E-1;1,148786582E0
1,865312742E1;7,154153135E-1;-1,832646024E-1;-7,591475165E-1;1,059108086E0
1,866309942E1;7,365573835E-1;-1,370926487E-1;-4,991732919E-1;9,002694868E-1
1,867307142E1;6,973857164E-1;-1,956934440E-1;-2,544930446E-1;7,677300771E-1
1,868304342E1;6,342907512E-1;-2,459666348E-1;-4,181402385E-2;6,815957417E-1
1,869301642E1;5,768266547E-1;-2,844717193E-1;1,496384346E-1;6,603368911E-1
1,870298842E1;4,791977414E-1;-3,607849002E-1;2,360450792E-1;6,446033657E-1
1,871296042E1;3,460288668E-1;-3,748380983E-1;2,286512750E-1;5,590357611E-1
1,872293242E1;2,092724329E-1;-3,699182510E-1;1,709258080E-1;4,580939810E-1
1,873290442E1;1,115789171E-1;-3,395647699E-1;1,102217692E-1;3,740359957E-1
1,874287642E1;4,887395203E-2;-2,951966822E-1;1,058843046E-1;3,173975903E-1
1,875284842E1;3,773062080E-2;-2,461057985E-1;1,012316751E-1;2,687740982E-1
1,876282042E1;-1,063286930E-2;-2,292646480E-1;1,052147985E-2;2,297521235E-1
1,877279242E1;-5,781902254E-2;-1,984077215E-1;-1,004803079E-1;2,297932889E-1
1,878276442E1;-1,366260409E-1;-1,556043488E-1;-2,824930215E-1;3,502594690E-1
1,879273642E1;-2,486042955E-1;-7,950985372E-2;-4,911199218E-1;5,561696595E-1
1,880270942E1;-3,603738409E-1;-3,556744337E-2;-7,068500197E-1;7,942111171E-1
1,881268142E1;-4,116586000E-1;3,799930036E-2;-8,710363269E-1;9,641633848E-1
1,882265342E1;-3,961149466E-1;9,043303728E-2;-9,683948064E-1;1,050177931E0
1,883262542E1;-3,442668083E-1;1,649926382E-1;-1,022155277E0;1,091120349E0
1,884259742E1;-2,736073002E-1;2,284004295E-1;-1,055323023E0;1,113882576E0
1,885256942E1;-2,342625555E-1;2,757196069E-1;-1,085213989E0;1,143936033E0
1,886254142E1;-1,914653224E-1;3,782435167E-1;-1,055116616E0;1,137100787E0
1,887251342E1;-1,422954830E-1;4,194845134E-1;-1,011447271E0;1,104192394E0
1,888248542E1;-9,112066984E-2;4,885699511E-1;-9,438388395E-1;1,066693643E0
1,889245742E1;-7,960779458E-2;5,510480350E-1;-8,821249866E-1;1,043137493E0
1,890242942E1;-1,315240346E-1;6,036168426E-1;-8,486502618E-1;1,049694780E0
1,891240142E1;-1,549281183E-1;6,499384850E-1;-8,104843158E-1;1,050384493E0
1,892237442E1;-1,572377685E-1;6,627047110E-1;-7,487470740E-1;1,012187448E0
1,893234642E1;-1,834262597E-1;6,679654509E-1;-6,837096637E-1;9,732841007E-1
1,894231842E1;-2,006925028E-1;6,813087970E-1;-6,157100540E-1;9,399776743E-1
1,895229042E1;-2,406009373E-1;6,643395925E-1;-5,688627470E-1;9,071056884E-1
1,896226242E1;-2,561849365E-1;6,675274944E-1;-4,979173100E-1;8,712894611E-1
1,897223442E1;-2,960837048E-1;6,663334930E-1;-4,353901094E-1;8,492528667E-1
1,898220642E1;-3,530010867E-1;6,575585765E-1;-3,743767530E-1;8,349556886E-1
1,899217842E1;-3,888135284E-1;6,569405258E-1;-3,270154756E-1;8,304733202E-1
1,900215042E1;-3,890588191E-1;6,526393139E-1;-2,067446816E-1;7,874313952E-1
1,901212242E1;-3,392054585E-1;6,302088100E-1;-7,820241630E-2;7,199577107E-1
1,902209442E1;-3,016055229E-1;5,871762264E-1;7,814160526E-2;6,647164228E-1
1,903206742E1;-2,554701144E-1;5,476332611E-1;2,087321502E-1;6,393248615E-1
1,904203942E1;-2,533677480E-1;4,811217678E-1;3,105450386E-1;6,261881443E-1
1,905201142E1;-2,969365212E-1;3,718185961E-1;3,561913276E-1;5,943842426E-1
1,906198342E1;-4,185442811E-1;2,487124872E-1;2,573195887E-1;5,506819293E-1
1,907195542E1;-5,822742131E-1;2,758599401E-1;2,394955212E-1;6,873864055E-1
1,908192742E1;-5,971550846E-1;3,376878136E-1;3,316569954E-1;7,619866253E-1
1,909189942E1;-4,717995518E-1;3,042797470E-1;5,561222488E-1;7,902233464E-1
1,910187142E1;-3,324735591E-1;2,441423035E-1;7,592586136E-1;8,640704683E-1
1,911184342E1;-2,632951507E-1;1,771834981E-1;7,951137400E-1;8,561099158E-1
1,912181542E1;-3,329854828E-1;1,491613019E-1;6,944761419E-1;7,844906229E-1
1,913178742E1;-4,419688118E-1;1,542770308E-1;4,958549970E-1;6,819164251E-1
1,914176042E1;-6,497905505E-1;1,969915259E-1;2,439762425E-1;7,214969353E-1
1,915173242E1;-8,045379898E-1;2,160967183E-1;3,456932366E-2;8,337710758E-1
1,916170442E1;-8,861583960E-1;2,047694921E-1;-8,237206578E-2;9,132318462E-1
1,917167642E1;-8,699867517E-1;1,682302415E-1;-7,889121830E-2;8,896078836E-1
1,918164842E1;-7,782892540E-1;1,587483966E-1;8,001797676E-2;7,983345746E-1
1,919162042E1;-6,445011592E-1;1,518580377E-1;3,086242282E-1;7,305419372E-1
1,920159242E1;-5,116977355E-1;7,359831870E-2;5,926422036E-1;7,864324933E-1
1,921156442E1;-4,591186953E-1;1,084541559E-2;9,060108626E-1;1,015757492E0
1,922153642E1;-4,026068178E-1;-1,333428293E-1;1,141130328E0;1,217395164E0
1,923150842E1;-3,928062996E-1;-2,761967397E-1;1,323227826E0;1,407662355E0
1,924148042E1;-4,139162099E-1;-3,804911864E-1;1,373322092E0;1,483952068E0
1,925145242E1;-4,810407838E-1;-5,353289652E-1;1,234682270E0;1,429131780E0
1,926142542E1;-6,081706542E-1;-6,676415151E-1;9,320847666E-1;1,297843885E0
1,927139742E1;-7,384600675E-1;-7,085585761E-1;5,475666028E-1;1,160692772E0
1,928136942E1;-8,354861328E-1;-6,963829190E-1;1,675765228E-1;1,100485411E0
1,929134142E1;-8,668652156E-1;-6,443479621E-1;-1,177880663E-1;1,086514439E0
1,930131342E1;-8,793066287E-1;-5,779756325E-1;-2,677732408E-1;1,085789338E0
1,931128542E1;-8,354355544E-1;-5,114787573E-1;-2,888132769E-1;1,021262059E0
1,932125742E1;-7,493557692E-1;-4,757399905E-1;-1,824261117E-1;9,061687997E-1
1,933122942E1;-6,323310569E-1;-4,436171418E-1;-4,394182563E-3;7,724364329E-1
1,934120142E1;-5,414831597E-1;-4,105903137E-1;1,910162562E-1;7,058864130E-1
1,935117342E1;-4,779882449E-1;-4,192745984E-1;4,655260742E-1;7,880218758E-1
1,936114542E1;-4,115919417E-1;-3,988619685E-1;7,551550376E-1;9,480284422E-1
1,937111842E1;-3,252791449E-1;-4,143693691E-1;9,865966040E-1;1,118428073E0
1,938109042E1;-2,944613948E-1;-4,738829148E-1;1,163336298E0;1,290203036E0
1,939106242E1;-2,619210550E-1;-5,122236925E-1;1,228084272E0;1,356158814E0
1,940103442E1;-2,819843320E-1;-5,725856692E-1;1,140784172E0;1,307194722E0
1,941100642E1;-3,587179095E-1;-6,036969495E-1;9,320835972E-1;1,167008302E0
1,942097842E1;-4,428584656E-1;-5,715536356E-1;6,602827942E-1;9,791682937E-1
1,943095042E1;-5,560500357E-1;-5,425298113E-1;3,387993693E-1;8,475348081E-1
1,944092242E1;-6,505156052E-1;-5,216254306E-1;2,852388740E-2;8,343124442E-1
1,945089442E1;-7,094590473E-1;-5,208038968E-1;-2,687672675E-1;9,202199100E-1
1,946086642E1;-7,565952069E-1;-5,271112883E-1;-5,278281569E-1;1,062490085E0
1,947083842E1;-7,848852056E-1;-4,893932390E-1;-7,078639269E-1;1,164741116E0
1,948081142E1;-8,303294733E-1;-4,734426194E-1;-8,486455840E-1;1,278199623E0
1,949078350E1;-8,382793477E-1;-4,184723604E-1;-9,081421727E-1;1,304819370E0
1,950075550E1;-8,067961845E-1;-3,897461593E-1;-8,780237496E-1;1,254491075E0
1,951072750E1;-7,623272324E-1;-3,797275400E-1;-7,781334257E-1;1,153614945E0
1,952069950E1;-6,961779740E-1;-3,119273204E-1;-6,574422169E-1;1,007071345E0
1,953067150E1;-6,117231300E-1;-2,746823108E-1;-5,028932905E-1;8,381868654E-1
1,954064350E1;-5,318595198E-1;-2,246161115E-1;-3,371738434E-1;6,685904180E-1
1,955061550E1;-4,558752447E-1;-1,715748489E-1;-2,153968066E-1;5,325936085E-1
1,956058750E1;-4,065487182E-1;-1,445490181E-1;-1,259841084E-1;4,494978026E-1
1,957055950E1;-3,933626622E-1;-9,013365984E-2;-5,010362148E-2;4,066554236E-1
1,958053150E1;-3,891365871E-1;-5,573916793E-2;-3,575104594E-2;3,947306367E-1
1,959050350E1;-3,897651628E-1;-4,112405241E-2;-5,503925622E-2;3,957744175E-1
1,960047650E1;-3,689780188E-1;-9,310521483E-3;-3,492834270E-2;3,707444582E-1
1,961044850E1;-2,995937884E-1;1,878885806E-2;1,891223431E-2;3,007775454E-1
