"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)";"Absolute acceleration (m/s^2)"
8,102696042E0;8,964072787E0;-1,935875108E1;5,811666920E0;2,211088684E1
8,112668042E0;9,190652978E0;-1,991238885E1;5,870651293E0;2,270321295E1
8,122640042E0;9,217699274E0;-2,043177129E1;5,873710556E0;2,317161482E1
8,132612042E0;9,283635986E0;-2,112709177E1;5,949387560E0;2,383138930E1
8,142584042E0;9,388905748E0;-2,188165624E1;5,872543452E0;2,452437965E1
8,152556042E0;9,707584848E0;-2,290519496E1;5,713955269E0;2,552517277E1
8,162528042E0;9,989799542E0;-2,403090560E1;5,561352296E0;2,661219942E1
8,172500042E0;9,854016670E0;-2,479771882E1;5,523721955E0;2,724958729E1
8,182472042E0;9,896953944E0;-2,568749898E1;5,368342724E0;2,804668260E1
8,192444042E0;1,020698267E1;-2,693146604E1;5,387650230E0;2,930039477E1
8,202416042E0;1,064173017E1;-2,833859147E1;5,135192016E0;3,070329599E1
8,212388042E0;1,105048329E1;-2,981368260E1;4,867588930E0;3,216616659E1
8,222360042E0;1,150686666E1;-3,097612544E1;4,865809622E0;3,340066513E1
8,232332042E0;1,240421663E1;-3,187211067E1;4,599725057E0;3,450874526E1
8,242304042E0;1,427415502E1;-3,314008406E1;4,182093526E0;3,632501314E1
8,252276042E0;1,639920627E1;-3,447066242E1;3,798012149E0;3,836124907E1
8,262248042E0;1,820575734E1;-3,626309129E1;3,314210895E0;4,071173522E1
8,272220042E0;1,975388487E1;-3,703620313E1;3,042817351E0;4,208509293E1
8,282192042E0;2,147887897E1;-3,688735407E1;2,408891173E0;4,275303368E1
8,292164042E0;2,287956311E1;-3,657316914E1;2,170734372E0;4,319471260E1
8,302136042E0;2,475598841E1;-3,568516419E1;1,896244435E0;4,347281505E1
8,312108042E0;2,684912321E1;-3,404454307E1;1,054343029E0;4,337070404E1
8,322080042E0;2,940546274E1;-3,312814404E1;-1,736985576E-1;4,429656125E1
8,332052042E0;3,091789887E1;-3,106150648E1;-1,107757344E0;4,384017315E1
8,342024042E0;3,213944771E1;-2,882811101E1;-2,807265192E0;4,326528425E1
8,351996042E0;3,368100998E1;-2,816723297E1;-4,541568065E0;4,414101592E1
8,361968042E0;3,421101798E1;-2,671094883E1;-5,204534732E0;4,371447952E1
8,371940042E0;3,505947704E1;-2,615583522E1;-5,311538193E0;4,406253606E1
8,381912042E0;3,684036819E1;-2,558018854E1;-5,396811063E0;4,517393433E1
8,391884042E0;4,088448496E1;-2,518592248E1;-6,907063835E0;4,851370253E1
8,401856042E0;4,522679103E1;-2,483703082E1;-8,037100825E0;5,222007005E1
8,411828042E0;4,874379769E1;-2,308739187E1;-8,464705367E0;5,459520779E1
8,421800042E0;5,241099827E1;-1,996543947E1;-9,418351157E0;5,687035125E1
8,431772042E0;5,648730280E1;-1,787016692E1;-9,112733567E0;5,994330785E1
8,441744042E0;5,776996206E1;-1,597512526E1;-6,296511025E0;6,026789522E1
8,451716042E0;5,709232590E1;-1,476894875E1;-2,878980707E0;5,904188389E1
8,461688042E0;5,527091822E1;-1,444397220E1;1,399847401E0;5,714422374E1
8,471660042E0;5,211528352E1;-1,362803302E1;5,661177716E0;5,416433322E1
8,481635667E0;4,872504450E1;-1,238944539E1;9,999179646E0;5,126023714E1
8,491607667E0;4,584189940E1;-1,023589248E1;1,461921325E1;4,919323766E1
8,501579667E0;4,253658534E1;-7,653760291E0;1,687379904E1;4,639683430E1
8,511551667E0;3,973223732E1;-6,420379611E0;1,803587000E1;4,410401981E1
8,521523667E0;3,669815688E1;-6,449402851E0;1,750410082E1;4,116725715E1
8,531495667E0;3,293481638E1;-7,034429641E0;1,602264090E1;3,729491054E1
8,541467667E0;2,908808290E1;-8,302660895E0;1,483185427E1;3,369027524E1
8,551439667E0;2,527587137E1;-9,552857582E0;1,429857183E1;3,057083443E1
8,561411667E0;2,191273302E1;-1,079509796E1;1,331220151E1;2,781935868E1
8,571383667E0;1,857744847E1;-1,254803123E1;1,271483593E1;2,577288754E1
8,581355667E0;1,536833513E1;-1,386621233E1;1,227782087E1;2,406662532E1
8,591327667E0;1,287674883E1;-1,494957860E1;1,149768302E1;2,283631485E1
8,601299667E0;1,102766161E1;-1,665989736E1;1,036356994E1;2,250700075E1
8,611271667E0;9,460589104E0;-1,668873232E1;9,430949568E0;2,137660736E1
8,621243667E0;8,985926170E0;-1,888441442E1;8,959703747E0;2,275179704E1
8,631215667E0;8,321332224E0;-1,913892618E1;8,368008792E0;2,248480901E1
8,641187667E0;7,070002931E0;-1,896326530E1;7,516745410E0;2,158916010E1
8,651159667E0;5,412524285E0;-1,914189773E1;6,265873370E0;2,085590653E1
8,661131667E0;4,356151688E0;-1,942902058E1;5,443480614E0;2,064205366E1
8,671103667E0;3,880816324E0;-1,951812513E1;5,165075966E0;2,055957085E1
8,681075667E0;2,868343452E0;-1,847823525E1;4,141787499E0;1,915272763E1
8,691047667E0;1,733551506E0;-1,797556181E1;1,585188934E0;1,812839892E1
8,701019667E0;4,232992369E-1;-1,806835011E1;-8,171928263E-1;1,809177333E1
8,710991667E0;-1,257407473E0;-1,790184597E1;-1,951893556E0;1,805178803E1
8,720963667E0;-3,320406897E0;-1,757613734E1;-3,623692617E0;1,825039326E1
8,730935667E0;-5,331992338E0;-1,696212474E1;-4,969921051E0;1,846195908E1
8,740907667E0;-6,768331627E0;-1,620623412E1;-5,627711177E0;1,844243667E1
8,750879667E0;-7,063091522E0;-1,604461825E1;-5,642943174E0;1,841629290E1
8,760851667E0;-7,303660592E0;-1,612264700E1;-4,689493558E0;1,831050393E1
8,770823667E0;-7,570337480E0;-1,590081533E1;-2,459769551E0;1,778191227E1
8,780795667E0;-7,249608931E0;-1,560410305E1;-9,468153647E-1;1,723198541E1
8,790767667E0;-6,415869654E0;-1,494026164E1;-2,216612211E-1;1,626111728E1
8,800739667E0;-5,835575016E0;-1,453850998E1;-3,265193394E-1;1,566935937E1
8,810711667E0;-5,602414368E0;-1,419920541E1;-1,136874139E-1;1,526490766E1
8,820683667E0;-4,627603412E0;-1,390888999E1;1,857376823E-1;1,465968733E1
8,830655667E0;-3,973771266E0;-1,377858595E1;1,153421760E-1;1,434062735E1
8,840627667E0;-4,093848809E0;-1,369916790E1;-2,157555333E-1;1,429941781E1
8,850599667E0;-5,289294215E0;-1,348218475E1;-7,399361971E-1;1,450149801E1
8,860571667E0;-6,684731061E0;-1,321344204E1;-1,399988319E0;1,487416038E1
8,870543667E0;-6,998818928E0;-1,320926596E1;-1,302359405E0;1,500547612E1
8,880515667E0;-7,026565136E0;-1,336660167E1;-1,058846847E0;1,513802544E1
8,890487667E0;-7,088422830E0;-1,320521500E1;-1,238292925E0;1,503851093E1
8,900459667E0;-7,161411284E0;-1,309155800E1;-1,831267251E0;1,503423567E1
8,910431667E0;-7,199364976E0;-1,318215242E1;-2,953246485E0;1,530756882E1
8,920403667E0;-6,864839922E0;-1,316731452E1;-3,662709918E0;1,529443176E1
8,930375667E0;-6,992726129E0;-1,326002797E1;-4,882565988E0;1,576597638E1
8,940347667E0;-7,226601892E0;-1,296896995E1;-5,196529309E0;1,572964950E1
8,950319667E0;-6,985487276E0;-1,254004862E1;-5,836369067E0;1,549558181E1
8,960291667E0;-6,450243680E0;-1,247114269E1;-6,327635170E0;1,540045487E1
8,970263667E0;-5,682921172E0;-1,254509359E1;-6,189884709E0;1,509932578E1
8,980235667E0;-5,225709254E0;-1,262709261E1;-5,667432482E0;1,479429944E1
8,990207667E0;-5,197588824E0;-1,290250465E1;-4,821723078E0;1,472204365E1
9,000179667E0;-4,706652797E0;-1,345386902E1;-3,839825881E0;1,476155259E1
9,010151667E0;-3,790158462E0;-1,440763526E1;-3,072304859E0;1,521132184E1
9,020123667E0;-2,371575705E0;-1,386282913E1;-2,650813874E0;1,431185582E1
9,030096667E0;-1,723256314E0;-1,312626005E1;-1,650935904E0;1,334143563E1
9,040068667E0;-1,797992501E0;-1,381994799E1;-9,867959940E-1;1,397131010E1
9,050040667E0;-1,670538402E0;-1,520166727E1;-5,524963903E-1;1,530315780E1
9,060012667E0;-1,131596442E0;-1,659358409E1;-4,785726741E-2;1,663219269E1
9,069984667E0;-8,389362824E-1;-1,733045488E1;-3,377521330E-1;1,735403576E1
9,079956667E0;-1,302975994E-1;-1,698369628E1;-8,473017476E-1;1,700531791E1
9,089928667E0;2,349198411E0;-1,673054693E1;-1,104691649E0;1,693074946E1
9,099900667E0;4,945275621E0;-1,690980151E1;-7,053151987E-1;1,763220371E1
9,109872667E0;6,203218700E0;-1,781974521E1;-8,619936079E-1;1,888825759E1
9,119844667E0;8,161783344E0;-2,024306293E1;-5,962861884E-1;2,183464818E1
9,129816667E0;1,145986323E1;-2,370237160E1;-6,841593146E-2;2,632746789E1
9,139788667E0;1,524947527E1;-2,709973487E1;-7,443014359E-1;3,110459951E1
9,149760667E0;1,939969563E1;-3,015384554E1;-2,124079438E0;3,591816121E1
9,159732667E0;2,540140641E1;-3,151120648E1;-3,272283143E0;4,060659329E1
9,169704667E0;2,952008454E1;-3,090031746E1;-4,175598439E0;4,293833524E1
9,179676667E0;3,238249775E1;-2,980341489E1;-5,455016001E0;4,434666728E1
9,189648667E0;3,491879771E1;-2,834190333E1;-7,541075674E0;4,560102784E1
9,199620667E0;3,648307056E1;-2,716534063E1;-1,104206096E1;4,680702169E1
9,209592667E0;3,792849292E1;-2,604940654E1;-1,432500475E1;4,819074514E1
9,219564667E0;3,884678878E1;-2,484981517E1;-1,699168592E1;4,914573942E1
9,229536667E0;4,035352504E1;-2,451645371E1;-2,039649387E1;5,143423420E1
9,239508667E0;4,345874270E1;-2,404660420E1;-2,439153146E1;5,533397056E1
9,249480667E0;4,564901145E1;-2,136697496E1;-2,957826902E1;5,844017337E1
9,259452667E0;4,756448914E1;-1,744884580E1;-3,349591052E1;6,073564742E1
9,269424667E0;4,809752131E1;-1,330713899E1;-3,660516510E1;6,189014152E1
9,279396667E0;4,712915224E1;-8,928925173E0;-3,738022056E1;6,081252818E1
9,289368667E0;4,515423410E1;-6,003915769E0;-3,843384438E1;5,959959946E1
9,299340667E0;4,223253013E1;-4,725277933E0;-3,876967804E1;5,752393230E1
9,309312667E0;3,871823190E1;-5,136463201E0;-3,867213479E1;5,496379485E1
9,319284667E0;3,544169549E1;-6,321615461E0;-3,800612991E1;5,235019113E1
9,329256667E0;3,158708697E1;-7,869569911E0;-3,787754028E1;4,994379092E1
9,339228667E0;2,685174978E1;-9,077452637E0;-3,724659297E1;4,680518455E1
9,349200667E0;2,244603417E1;-9,674480252E0;-3,527864237E1;4,291855806E1
9,359172667E0;1,811346255E1;-1,003194160E1;-3,261843992E1;3,863547593E1
9,369144667E0;1,465894976E1;-9,975569758E0;-3,032723185E1;3,513029735E1
9,379116667E0;1,084323809E1;-1,005379849E1;-2,771458129E1;3,141261996E1
9,389088667E0;7,226645746E0;-1,076526196E1;-2,301517407E1;2,641616004E1
9,399060667E0;4,992262092E0;-1,176248471E1;-2,023870792E1;2,393499584E1
9,409032667E0;3,572773309E0;-1,130364317E1;-1,797286859E1;2,153046826E1
9,419004667E0;3,067699592E0;-1,026744873E1;-1,606832871E1;1,931378968E1
9,428976667E0;2,744106492E0;-9,965215509E0;-1,528206999E1;1,844931716E1
9,438948667E0;2,377350415E0;-9,992192223E0;-1,388440886E1;1,727056774E1
9,448920667E0;2,019421295E0;-1,020395382E1;-1,303645384E1;1,667776557E1
9,458892667E0;1,328087154E0;-1,010961367E1;-1,217366910E1;1,587974570E1
9,468864667E0;4,087624741E-1;-9,924882585E0;-1,180705570E1;1,542974223E1
9,478836667E0;-3,044268045E-1;-1,000441056E1;-1,195949495E1;1,559520522E1
9,488809167E0;-9,246234271E-1;-9,555244415E0;-1,186673004E1;1,526358104E1
9,498781167E0;-1,651838129E0;-9,041327954E0;-1,205572608E1;1,515964088E1
9,508753167E0;-2,564782913E0;-9,317337583E0;-1,210831243E1;1,549200184E1
9,518725167E0;-4,005421659E0;-9,823027596E0;-1,211593837E1;1,610376467E1
9,528697167E0;-5,822635127E0;-9,943026495E0;-1,242736809E1;1,694716299E1
9,538669167E0;-7,391882797E0;-9,781607675E0;-1,265990250E1;1,762364637E1
9,548641167E0;-8,595391806E0;-9,456192582E0;-1,278158423E1;1,807399330E1
9,558613167E0;-9,309421037E0;-9,098112019E0;-1,308327132E1;1,845570239E1
9,568585167E0;-9,145179182E0;-8,658521270E0;-1,300409768E1;1,810278568E1
9,578557167E0;-8,217984442E0;-8,109520345E0;-1,227037620E1;1,684819636E1
9,588529167E0;-6,864505461E0;-7,624083917E0;-1,157287003E1;1,546542633E1
9,598501167E0;-5,279741035E0;-7,076510882E0;-1,066863906E1;1,384819595E1
9,608473167E0;-3,851004588E0;-6,574336799E0;-9,990809941E0;1,256457019E1
9,618445167E0;-2,705209644E0;-6,028974597E0;-9,557959862E0;1,161986621E1
9,628417167E0;-1,751986316E0;-5,144389102E0;-9,342426231E0;1,080810451E1
9,638389167E0;-1,370314284E0;-4,110926480E0;-9,136656280E0;1,011216919E1
9,648361167E0;-1,411809050E0;-3,432973984E0;-8,990164232E0;9,726333744E0
9,658333167E0;-1,406692444E0;-2,855136346E0;-9,356993399E0;9,883517221E0
9,668305167E0;-1,595106981E0;-2,181891444E0;-9,815412183E0;1,018073342E1
9,678277167E0;-1,897004280E0;-1,481742334E0;-9,815070705E0;1,010592888E1
9,688249167E0;-2,372273278E0;-8,853514802E-1;-9,921109961E0;1,023913818E1
9,698221167E0;-2,807887043E0;-1,509061110E-1;-1,026723121E1;1,064532945E1
9,708193167E0;-2,892381648E0;9,506713110E-1;-1,034503193E1;1,078375320E1
9,718165167E0;-2,670421050E0;1,936940471E0;-1,040912092E1;1,091937202E1
9,728137167E0;-2,148085036E0;3,041559615E0;-1,070665766E1;1,133569020E1
9,738109167E0;-1,526218595E0;3,995294867E0;-1,063169401E1;1,145969641E1
9,748082167E0;-7,289495713E-1;4,554305055E0;-1,060258774E1;1,156234963E1
9,758054167E0;-1,910384756E-1;5,355855995E0;-1,058305687E1;1,186266336E1
9,768026167E0;-2,616032588E-1;6,408760024E0;-1,089147528E1;1,263981309E1
9,777998167E0;-8,331022230E-1;7,577888575E0;-1,154770244E1;1,383719214E1
9,787970167E0;-1,393814536E0;9,046084664E0;-1,192726275E1;1,503442595E1
9,797942167E0;-1,363611328E0;1,018163733E1;-1,238139261E1;1,608800974E1
9,807914167E0;-8,850521759E-1;1,022991428E1;-1,260997196E1;1,626179130E1
9,817886167E0;-3,978914038E-1;9,957818781E0;-1,269247851E1;1,613739394E1
9,827858167E0;-1,241831660E-1;1,030905050E1;-1,307977001E1;1,665449871E1
9,837830167E0;3,089671674E-1;1,016889976E1;-1,359150663E1;1,697736833E1
9,847802167E0;8,684654523E-1;9,882787310E0;-1,416864202E1;1,729665094E1
9,857774167E0;1,600129447E0;9,905956317E0;-1,549104246E1;1,845699817E1
9,867746167E0;2,656980347E0;1,050913871E1;-1,642555031E1;1,967994523E1
9,877718167E0;3,859508486E0;1,183235543E1;-1,726401297E1;2,128254178E1
9,887690167E0;5,797133081E0;1,364507765E1;-1,800666666E1;2,332455659E1
9,897662167E0;9,045377151E0;1,542633483E1;-1,812943948E1;2,546501973E1
9,907634167E0;1,234607542E1;1,692277414E1;-1,782012060E1;2,750204649E1
9,917606167E0;1,504310481E1;1,806219416E1;-1,762365299E1;2,937909129E1
9,927578167E0;1,733718386E1;1,870101300E1;-1,745630568E1;3,090353441E1
9,937550167E0;1,907822623E1;1,876044410E1;-1,760892034E1;3,203134488E1
9,947522167E0;2,016861150E1;1,805636098E1;-1,815022516E1;3,259195814E1
9,957494167E0;1,994835624E1;1,647225203E1;-1,861370120E1;3,187070561E1
9,967466167E0;1,928799393E1;1,416310470E1;-1,977342626E1;3,104204617E1
9,977438167E0;1,892385974E1;1,134906902E1;-2,036758289E1;3,002919027E1
9,987410167E0;1,797193888E1;7,861980225E0;-2,068529720E1;2,850759268E1
9,997382167E0;1,658902794E1;3,571295133E0;-2,136528628E1;2,728416125E1
1,000735417E1;1,498697037E1;-8,802451068E-1;-2,251643932E1;2,706241217E1
1,001732617E1;1,346858061E1;-4,241346871E0;-2,252776187E1;2,658743579E1
1,002729817E1;1,232420450E1;-5,539749758E0;-2,174995589E1;2,560537883E1
1,003727017E1;1,142240948E1;-5,341079496E0;-2,092451849E1;2,443018712E1
1,004724217E1;1,100241684E1;-4,861278322E0;-1,957506999E1;2,297539050E1
1,005721417E1;1,058699907E1;-5,169072538E0;-1,761510202E1;2,119187767E1
1,006718617E1;1,069338097E1;-6,550525768E0;-1,564089841E1;2,004733118E1
1,007715817E1;1,176134450E1;-8,515820557E0;-1,447075946E1;2,050003180E1
1,008713017E1;1,443596385E1;-8,963477540E0;-1,271410970E1;2,122238364E1
1,009710217E1;1,903056090E1;-8,488063239E0;-1,146738626E1;2,378466761E1
1,010707417E1;2,302686617E1;-8,386467283E0;-8,787365837E0;2,603434649E1
1,011704617E1;2,442031847E1;-9,020257512E0;-4,337984388E0;2,639195158E1
1,012701817E1;2,307132372E1;-1,122163363E1;-1,513294494E-1;2,565607024E1
1,013699017E1;2,123357190E1;-1,448549796E1;1,160988057E0;2,573017917E1
1,014696217E1;1,913974947E1;-1,630227347E1;1,704680879E0;2,519920766E1
1,015693417E1;1,713340605E1;-1,637328673E1;1,262790420E0;2,373252538E1
1,016690617E1;1,504527413E1;-1,593214939E1;2,457292378E-1;2,191469919E1
1,017687817E1;1,360534816E1;-1,503191441E1;-8,490823710E-1;2,029248359E1
1,018685017E1;1,222744360E1;-1,355749805E1;-1,698127320E0;1,833575106E1
1,019682217E1;1,053490739E1;-1,186272470E1;-1,249924791E0;1,591448469E1
1,020679417E1;9,931741369E0;-1,034714511E1;-7,197337747E-1;1,436039398E1
1,021676617E1;1,055345008E1;-8,880573378E0;-9,156459045E-1;1,382310745E1
1,022673817E1;1,084153538E1;-7,321965886E0;-8,919202423E-1;1,311280273E1
1,023671117E1;1,103375558E1;-5,911446147E0;-1,124625977E0;1,256796488E1
1,024668317E1;1,146867616E1;-5,325315987E0;-1,849121139E0;1,277923206E1
1,025665517E1;1,120607185E1;-5,590829864E0;-2,254741904E0;1,272467233E1
1,026662717E1;1,107415750E1;-6,372266967E0;-3,416982434E0;1,322567653E1
1,027659917E1;1,115712715E1;-7,572365295E0;-4,273450423E0;1,414512569E1
1,028657117E1;1,061795656E1;-8,574551160E0;-5,261836860E0;1,462705905E1
1,029654317E1;1,021596166E1;-8,894585060E0;-6,485760253E0;1,501814243E1
1,030651517E1;9,021556764E0;-8,438136204E0;-6,844686908E0;1,412233578E1
1,031648717E1;6,760176516E0;-7,532407177E0;-7,637025560E0;1,267916810E1
1,032645917E1;5,361970428E0;-6,077781306E0;-7,959396592E0;1,135967194E1
1,033643117E1;3,371455721E0;-3,871930895E0;-7,149600493E0;8,802008279E0
1,034640317E1;2,782961825E-1;-1,173270133E0;-6,627154698E0;6,735962512E0
1,035637517E1;-2,572406220E0;6,056902653E-1;-7,397666863E0;7,855546415E0
1,036634717E1;-4,072479867E0;1,456194679E0;-7,593338673E0;8,738671948E0
1,037631917E1;-4,994661205E0;2,104773687E0;-6,106894593E0;8,165223474E0
1,038629117E1;-6,041110493E0;2,215644497E0;-4,589811687E0;7,903826153E0
1,039626317E1;-6,742515001E0;2,282217970E0;-3,397363856E0;7,887465282E0
1,040623517E1;-6,301207509E0;1,951357366E0;-1,246804132E0;6,713235597E0
1,041620717E1;-4,919627979E0;1,665297543E0;3,005503929E-1;5,202526876E0
1,042617917E1;-4,183317641E0;1,492718142E0;1,223523736E0;4,607099333E0
1,043615117E1;-3,034610783E0;2,662028541E0;2,098285031E0;4,549511911E0
1,044612317E1;-2,372551605E0;2,492792578E0;3,381152451E-1;3,457938385E0
1,045609517E1;-1,585224018E0;3,208325713E0;-2,332130973E0;4,271431135E0
1,046606717E1;-2,330218202E0;5,899126648E0;-5,551875129E0;8,429289978E0
1,047603917E1;-2,635610236E0;7,516760028E0;-8,436749244E0;1,160288156E1
1,048600750E1;-2,553396630E0;8,881870290E0;-1,062168241E1;1,407933207E1
1,049597950E1;-3,172241961E0;1,048374192E1;-1,188986747E1;1,616604194E1
1,050595150E1;-3,011469550E0;1,100499312E1;-1,087986973E1;1,576548089E1
1,051592350E1;-2,330351957E0;1,105675619E1;-8,507689419E0;1,414436909E1
1,052589550E1;-2,564403721E0;1,118493417E1;-7,477511178E0;1,369642626E1
1,053586750E1;-3,072259836E0;1,031085612E1;-7,115001934E0;1,289867384E1
1,054583950E1;-3,486772169E0;8,838141303E0;-6,900910810E0;1,174278041E1
1,055581150E1;-3,728711242E0;7,493813215E0;-6,735124120E0;1,074348272E1
1,056578350E1;-3,548468773E0;6,401026497E0;-6,376126129E0;9,706686111E0
1,057575550E1;-3,315009625E0;5,431127787E0;-5,781497626E0;8,597217727E0
1,058572750E1;-3,092606100E0;4,228245015E0;-4,931948063E0;7,194885689E0
1,059570050E1;-2,335810333E0;3,520778114E0;-3,794419035E0;5,678864698E0
1,060567250E1;-1,381322545E0;3,459215704E0;-2,764144315E0;4,638396172E0
1,061564450E1;-9,012199464E-1;2,885664074E0;-1,896573048E0;3,568787451E0
1,062561650E1;-6,235931240E-1;1,913114237E0;-8,068882781E-1;2,167935230E0
1,063558850E1;-4,088857407E-1;1,194038274E0;2,638193536E-1;1,289385745E0
1,064556050E1;1,510317165E-1;6,913127983E-1;1,006123381E0;1,230043992E0
1,065553250E1;5,994838844E-1;3,766922504E-1;1,476016155E0;1,637040522E0
1,066550450E1;9,174993988E-1;-2,759757149E-1;1,986930072E0;2,205869183E0
1,067547650E1;1,155894620E0;-9,602285850E-1;2,386866758E0;2,820507797E0
1,068544850E1;1,260716266E0;-1,560793766E0;2,861465372E0;3,494777069E0
1,069542050E1;1,024345205E0;-2,042147668E0;3,089680445E0;3,842626114E0
1,070539250E1;4,233388883E-1;-2,150722861E0;3,076908372E0;3,777855181E0
1,071536450E1;2,214609174E-2;-2,203758861E0;3,104459867E0;3,807192488E0
1,072533650E1;-1,556833776E-1;-2,052707739E0;2,809626882E0;3,483080475E0
1,073530850E1;-3,206083160E-1;-1,624730730E0;2,413299682E0;2,926867778E0
1,074528050E1;-3,918677850E-1;-1,294979927E0;2,037639465E0;2,445916589E0
1,075525250E1;-3,983886364E-1;-1,079802391E0;1,915135034E0;2,234374389E0
1,076522450E1;-3,037305473E-1;-9,823953795E-1;1,921289814E0;2,179152926E0
1,077519650E1;-1,354194314E-1;-9,401603562E-1;1,772246625E0;2,010745638E0
1,078516850E1;-8,190236991E-2;-9,035445070E-1;1,692872427E0;1,920655547E0
1,079514050E1;-2,384744146E-1;-9,324858856E-1;1,735716730E0;1,984719764E0
1,080511250E1;-4,697450595E-1;-1,047889457E0;1,642944807E0;2,004495042E0
1,081508450E1;-5,212900197E-1;-1,088745123E0;1,374840029E0;1,829561240E0
1,082505650E1;-2,311997840E-1;-1,174647152E0;1,173118690E0;1,676143411E0
1,083502850E1;9,679056868E-2;-1,225878702E0;1,198218448E0;1,716937522E0
1,084500050E1;2,145195050E-1;-1,306228800E0;1,285368859E0;1,845108506E0
1,085497250E1;5,120317942E-1;-1,275302877E0;1,249747036E0;1,857536444E0
1,086494450E1;6,608129174E-1;-9,880391121E-1;1,190275590E0;1,682156646E0
1,087491650E1;5,295436569E-1;-8,716198790E-1;1,172433397E0;1,553942653E0
1,088488850E1;4,694578151E-1;-1,022311982E0;1,042590126E0;1,533788316E0
1,089486050E1;5,622765163E-1;-9,649250686E-1;9,215726423E-1;1,447940401E0
1,090483250E1;5,779959516E-1;-9,435792232E-1;8,694008607E-1;1,407223837E0
1,091480450E1;5,837052461E-1;-1,126170226E0;8,814186430E-1;1,544626174E0
1,092477750E1;6,592381161E-1;-1,099993411E0;8,646932673E-1;1,546698046E0
1,093474950E1;7,021202070E-1;-8,781652522E-1;8,874909765E-1;1,432406098E0
1,094472150E1;6,322790898E-1;-7,436442089E-1;1,010220525E0;1,404752315E0
1,095469350E1;3,480587277E-1;-6,176390505E-1;1,127159575E0;1,331582360E0
1,096466550E1;1,747265895E-1;-6,212988228E-1;1,281878071E0;1,435183959E0
1,097463750E1;3,253492384E-1;-6,825273567E-1;1,295323743E0;1,499853099E0
1,098460950E1;6,906115709E-1;-5,177446336E-1;1,253881018E0;1,522242245E0
1,099458150E1;1,119683618E0;-4,783425862E-1;1,287554548E0;1,772089091E0
1,100455350E1;1,302905535E0;-5,325866210E-1;1,326637337E0;1,934212493E0
1,101452550E1;1,186267616E0;-5,258553064E-1;1,441880111E0;1,939786822E0
1,102449750E1;9,496331379E-1;-4,940897226E-1;1,499949979E0;1,842763601E0
1,103446950E1;8,063879026E-1;-3,731160933E-1;1,531787483E0;1,770833127E0
1,104444150E1;6,165774885E-1;-1,401589286E-1;1,459902399E0;1,590951708E0
1,105441350E1;5,997274210E-1;1,751007199E-2;1,392823141E0;1,516553950E0
1,106438550E1;8,086727022E-1;1,753638446E-2;1,343346925E0;1,568068884E0
1,107435750E1;1,213519004E0;-7,620208383E-2;1,391914483E0;1,848204820E0
1,108432950E1;1,541480705E0;-1,751486671E-1;1,257717376E0;1,997171204E0
1,109430150E1;1,535749118E0;-1,950964433E-1;1,021112133E0;1,854523649E0
1,110427350E1;1,166112849E0;-2,448843151E-1;8,253836060E-1;1,449498396E0
1,111424550E1;6,367189537E-1;-2,930320430E-1;6,290633404E-1;9,418065037E-1
1,112421750E1;1,768744728E-1;-1,385714096E-1;4,429528981E-1;4,966828814E-1
1,113418950E1;-1,207172289E-1;8,196743846E-2;2,723796773E-1;3,090016164E-1
1,114416150E1;-2,712105265E-1;1,914220530E-1;8,323453009E-2;3,422360867E-1
1,115413350E1;-1,865732494E-1;3,143007052E-1;-4,552583635E-2;3,683301677E-1
1,116410550E1;5,326228738E-2;4,134993035E-1;-1,085167211E-1;4,308067130E-1
1,117407750E1;2,831297833E-1;4,274811655E-1;-2,436365193E-1;5,676806978E-1
1,118404950E1;4,879024914E-1;4,226917112E-1;-3,701316744E-1;7,441200039E-1
1,119402150E1;6,925781357E-1;4,753230840E-1;-4,322355366E-1;9,446819927E-1
1,120399350E1;6,640767601E-1;4,843184406E-1;-3,440852523E-1;8,910426230E-1
1,121396650E1;4,107847336E-1;3,395331949E-1;-1,300438303E-1;5,485784225E-1
1,122393850E1;8,002206981E-2;2,515255827E-1;-7,807904005E-2;2,752544039E-1
1,123391050E1;-3,957600206E-2;2,222351253E-1;-9,189074814E-2;2,437183219E-1
1,124388250E1;1,057234148E-2;1,440297854E-1;-1,271623224E-1;1,924229969E-1
1,125385450E1;2,120118535E-1;-5,421538353E-3;-1,893492150E-1;2,843088889E-1
1,126382650E1;4,656593907E-1;-1,253327286E-1;-1,825471491E-1;5,156262432E-1
1,127379850E1;6,068316418E-1;-1,552593631E-1;-1,091137218E-1;6,358112264E-1
1,128377050E1;6,546039784E-1;-1,031331897E-1;7,190905809E-2;6,665686281E-1
1,129374250E1;4,751669633E-1;-1,858192509E-1;1,359132653E-1;5,280008075E-1
1,130371450E1;3,017163277E-1;-3,097819769E-1;1,753790474E-1;4,666427176E-1
1,131368650E1;1,318050116E-1;-3,229206705E-1;2,197138059E-1;4,122189673E-1
1,132365850E1;-1,013471577E-1;-3,123442268E-1;1,255058062E-1;3,515421309E-1
1,133363050E1;-1,258882141E-1;-3,482391143E-1;8,384030163E-2;3,796676433E-1
1,134360250E1;3,400009722E-2;-4,072176397E-1;2,183408797E-1;4,633087010E-1
1,135357450E1;1,454632303E-1;-4,293259621E-1;2,526043940E-1;5,189309327E-1
